,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
200,2020-07-19,-17512.23700636507,9.222403321164064,9.291761174278523,9.412099907633603,9.171422440923443,2020-07-19 06:00:00,2020-07-19 06:00:00,9.021292645132139,9.096320836026042,9.204897677619716,9.007901926029886,2020-07-19 00:00:00,2020-07-19 08:30:00,0.008420258008929773,0.527360892823745,0.08041222823606527,0.008992534099663062
201,2020-07-20,-17527.432077280366,9.325778438117188,9.283449560073402,9.405416470130563,9.161482650016241,2020-07-20 06:30:00,2020-07-20 06:00:00,9.174737028245893,9.093352747809934,9.202403080768061,8.984302414851808,2020-07-20 08:00:00,2020-07-20 08:30:00,0.0025650990230640016,0.9063737393383954,0.0420382235594009,0.00464026807935682
202,2020-07-21,-17468.918449194887,9.37075879695815,9.313918929070146,9.43816695117829,9.189670906962002,2020-07-21 06:00:00,2020-07-21 06:00:00,9.291237176343737,9.16429823102959,9.276235869007214,9.052360593051967,2020-07-21 08:00:00,2020-07-21 08:30:00,0.0031821294126286887,0.8498613460437262,0.04561141324058519,0.004981830116908997
203,2020-07-22,-17465.83682503737,9.342580180865419,9.304508290423364,9.428388152024615,9.180628428822112,2020-07-22 06:00:00,2020-07-22 06:00:00,9.280567681231222,9.18978507783246,9.300115480317787,9.079454675347131,2020-07-22 08:00:00,2020-07-22 08:00:00,0.0038244063793195712,0.7918485096906742,0.053976715550061595,0.005918358246978443
204,2020-07-23,-17464.955287080393,9.330599450817168,9.304862120166648,9.428298273604634,9.181425966728662,2020-07-23 06:00:00,2020-07-23 06:00:00,9.286713277231343,9.216953670024237,9.326936347188353,9.106970992860122,2020-07-23 08:00:00,2020-07-23 08:00:00,0.0020040803882191336,0.8924222606757328,0.03962443941376104,0.004348487284389074
205,2020-07-24,-17470.08695635178,9.283872392587368,9.310758487689771,9.434977685510168,9.186539289869375,2020-07-24 06:00:00,2020-07-24 06:00:00,9.290946613142582,9.272787508718391,9.383094625124082,9.1624803923127,2020-07-24 08:30:00,2020-07-24 08:00:00,0.00020778257348558898,0.987130172280296,0.0112288948692435,0.0012290209525502758
206,2020-07-25,-17442.359165295096,9.24487608919305,9.274630827026485,9.392702855934953,9.156558798118017,2020-07-25 05:30:00,2020-07-25 06:00:00,9.146628176004581,9.25374030849537,9.3604569274206,9.14702368957014,2020-07-25 09:30:00,2020-07-25 08:00:00,0.005586684986177132,0.5432336173580297,0.060358774947377215,0.00667541273283959
207,2020-07-26,-17354.78273604321,9.280191941343224,9.252878947825653,9.37224376383366,9.133514131817646,2020-07-26 06:00:00,2020-07-26 06:00:00,9.136652926773221,9.154766282714695,9.264702093071262,9.044830472358127,2020-07-26 12:00:00,2020-07-26 08:30:00,0.012725430506939335,0.5600776236294003,0.08464060383638054,0.00936380104115308
208,2020-07-27,-17330.73987419213,9.354681379628806,9.301923438243566,9.422737797976003,9.18110907851113,2020-07-27 05:30:00,2020-07-27 06:00:00,9.175598812420233,9.148681489760452,9.261033943178271,9.036329036342634,2020-07-27 09:00:00,2020-07-27 08:30:00,0.0028599980905576108,0.8968828136450241,0.03947285784685547,0.0043038513003322496
209,2020-07-28,-17341.35822048491,9.285569358415676,9.330996106418459,9.450604419301415,9.211387793535502,2020-07-28 06:00:00,2020-07-28 06:00:00,9.189474179294798,9.20378571798492,9.315144443081289,9.09242699288855,2020-07-28 08:30:00,2020-07-28 08:30:00,0.0015749639605168297,0.9025531877846077,0.032106184029561,0.003528530474739961
210,2020-07-29,-17352.76240389318,9.264100072282522,9.295145698082061,9.41425296735439,9.176038428809733,2020-07-29 06:00:00,2020-07-29 06:00:00,9.18237187452937,9.15760247830315,9.26947485304814,9.045730103558162,2020-07-29 08:00:00,2020-07-29 09:00:00,0.008591221288621066,0.49346167614271663,0.06669165089287139,0.00742493325755408
