,DAILY_SOLAR_EXPOSURE,DATE
2049,10.3,2015-08-12
2050,14.4,2015-08-13
2051,14.3,2015-08-14
2052,10.6,2015-08-15
2053,13.8,2015-08-16
2054,14.0,2015-08-17
2055,14.3,2015-08-18
2056,11.8,2015-08-19
2057,15.1,2015-08-20
2058,14.9,2015-08-21
2059,14.6,2015-08-22
2060,4.6,2015-08-23
2061,5.8,2015-08-24
2062,10.4,2015-08-25
2063,9.0,2015-08-26
2064,10.5,2015-08-27
2065,14.1,2015-08-28
2066,16.5,2015-08-29
2067,15.0,2015-08-30
2068,16.2,2015-08-31
2069,17.6,2015-09-01
2070,14.9,2015-09-02
2071,14.7,2015-09-03
2072,10.4,2015-09-04
2073,15.0,2015-09-05
2074,10.3,2015-09-06
2075,15.8,2015-09-07
2076,18.4,2015-09-08
2077,18.6,2015-09-09
2078,13.7,2015-09-10
2079,19.1,2015-09-11
2080,19.3,2015-09-12
2081,18.5,2015-09-13
2082,19.4,2015-09-14
2083,18.8,2015-09-15
2084,20.1,2015-09-16
2085,15.2,2015-09-17
2086,18.5,2015-09-18
2087,12.9,2015-09-19
2088,13.3,2015-09-20
2089,19.0,2015-09-21
2090,19.4,2015-09-22
2091,17.9,2015-09-23
2092,16.6,2015-09-24
2093,10.1,2015-09-25
2094,15.0,2015-09-26
2095,15.8,2015-09-27
2096,22.5,2015-09-28
2097,22.0,2015-09-29
2098,14.3,2015-09-30
2099,20.8,2015-10-01
2100,21.4,2015-10-02
2101,23.9,2015-10-03
2102,16.4,2015-10-04
2103,23.8,2015-10-05
2104,24.2,2015-10-06
2105,8.7,2015-10-07
2106,8.8,2015-10-08
2107,23.3,2015-10-09
2108,20.7,2015-10-10
2109,13.8,2015-10-11
2110,22.6,2015-10-12
2111,5.5,2015-10-13
2112,18.4,2015-10-14
2113,25.5,2015-10-15
2114,25.6,2015-10-16
2115,21.9,2015-10-17
2116,13.6,2015-10-18
2117,22.4,2015-10-19
2118,19.2,2015-10-20
2119,7.5,2015-10-21
2120,5.8,2015-10-22
2121,15.0,2015-10-23
2122,25.3,2015-10-24
2123,22.4,2015-10-25
2124,11.6,2015-10-26
2125,10.5,2015-10-27
2126,19.4,2015-10-28
2127,26.3,2015-10-29
2128,24.3,2015-10-30
2129,16.5,2015-10-31
2130,23.7,2015-11-01
2131,25.5,2015-11-02
2132,3.9,2015-11-03
2133,3.9,2015-11-04
2134,5.3,2015-11-05
2135,18.3,2015-11-06
2136,18.3,2015-11-07
2137,16.5,2015-11-08
2138,28.9,2015-11-09
2139,29.3,2015-11-10
2140,9.9,2015-11-11
2141,15.0,2015-11-12
2142,16.6,2015-11-13
2143,8.2,2015-11-14
2144,13.0,2015-11-15
2145,28.7,2015-11-16
2146,30.7,2015-11-17
2147,30.1,2015-11-18
2148,28.6,2015-11-19
2149,30.7,2015-11-20
2150,12.0,2015-11-21
2151,8.3,2015-11-22
2152,30.2,2015-11-23
2153,29.2,2015-11-24
2154,32.3,2015-11-25
2155,27.3,2015-11-26
2156,21.5,2015-11-27
2157,7.9,2015-11-28
2158,19.8,2015-11-29
2159,31.3,2015-11-30
2160,28.8,2015-12-01
2161,18.7,2015-12-02
2162,17.5,2015-12-03
2163,23.1,2015-12-04
2164,32.1,2015-12-05
2165,31.1,2015-12-06
2166,23.1,2015-12-07
2167,10.6,2015-12-08
2168,24.5,2015-12-09
2169,23.3,2015-12-10
2170,29.6,2015-12-11
2171,26.7,2015-12-12
2172,17.9,2015-12-13
2173,32.7,2015-12-14
2174,20.0,2015-12-15
2175,7.8,2015-12-16
2176,24.0,2015-12-17
2177,32.2,2015-12-18
2178,32.1,2015-12-19
2179,32.2,2015-12-20
2180,8.4,2015-12-21
2181,2.9,2015-12-22
2182,17.3,2015-12-23
2183,27.1,2015-12-24
2184,19.1,2015-12-25
2185,17.9,2015-12-26
2186,22.4,2015-12-27
2187,17.6,2015-12-28
2188,30.7,2015-12-29
2189,33.3,2015-12-30
2190,30.7,2015-12-31
2191,32.2,2016-01-01
2192,21.7,2016-01-02
2193,10.3,2016-01-03
2194,6.4,2016-01-04
2195,4.4,2016-01-05
2196,3.1,2016-01-06
2197,19.6,2016-01-07
2198,30.0,2016-01-08
2199,23.4,2016-01-09
2200,30.9,2016-01-10
2201,27.6,2016-01-11
2202,19.1,2016-01-12
2203,30.6,2016-01-13
2204,13.5,2016-01-14
2205,12.3,2016-01-15
2206,19.9,2016-01-16
2207,23.6,2016-01-17
2208,30.9,2016-01-18
2209,31.1,2016-01-19
2210,27.5,2016-01-20
2211,21.7,2016-01-21
2212,6.1,2016-01-22
2213,17.3,2016-01-23
2214,9.3,2016-01-24
2215,5.5,2016-01-25
2216,22.2,2016-01-26
2217,6.6,2016-01-27
2218,22.1,2016-01-28
2219,11.6,2016-01-29
2220,16.3,2016-01-30
2221,23.7,2016-01-31
2222,11.6,2016-02-01
2223,26.8,2016-02-02
2224,26.3,2016-02-03
2225,12.5,2016-02-04
2226,17.4,2016-02-05
2227,19.5,2016-02-06
2228,25.0,2016-02-07
2229,28.2,2016-02-08
2230,25.3,2016-02-09
2231,28.1,2016-02-10
2232,22.7,2016-02-11
2233,24.8,2016-02-12
2234,27.6,2016-02-13
2235,23.3,2016-02-14
2236,22.2,2016-02-15
2237,22.4,2016-02-16
2238,22.8,2016-02-17
2239,23.3,2016-02-18
2240,25.9,2016-02-19
2241,15.1,2016-02-20
2242,21.6,2016-02-21
2243,24.6,2016-02-22
2244,25.6,2016-02-23
2245,23.3,2016-02-24
2246,25.7,2016-02-25
2247,10.7,2016-02-26
2248,22.1,2016-02-27
2249,22.7,2016-02-28
2250,14.0,2016-02-29
2251,16.2,2016-03-01
2252,21.9,2016-03-02
2253,23.2,2016-03-03
2254,19.3,2016-03-04
2255,24.3,2016-03-05
2256,22.5,2016-03-06
2257,22.4,2016-03-07
2258,22.3,2016-03-08
2259,22.3,2016-03-09
2260,18.6,2016-03-10
2261,6.1,2016-03-11
2262,21.7,2016-03-12
2263,16.7,2016-03-13
2264,13.6,2016-03-14
2265,11.2,2016-03-15
2266,16.9,2016-03-16
2267,17.6,2016-03-17
2268,10.2,2016-03-18
2269,20.5,2016-03-19
2270,16.0,2016-03-20
2271,11.3,2016-03-21
2272,15.0,2016-03-22
2273,20.5,2016-03-23
2274,20.0,2016-03-24
2275,6.2,2016-03-25
2276,19.7,2016-03-26
2277,16.7,2016-03-27
2278,12.8,2016-03-28
2279,5.5,2016-03-29
2280,15.1,2016-03-30
2281,18.5,2016-03-31
2282,20.0,2016-04-01
2283,18.8,2016-04-02
2284,15.8,2016-04-03
2285,10.7,2016-04-04
2286,19.3,2016-04-05
2287,19.1,2016-04-06
2288,4.5,2016-04-07
2289,4.0,2016-04-08
2290,18.2,2016-04-09
2291,17.8,2016-04-10
2292,18.6,2016-04-11
2293,10.6,2016-04-12
2294,12.9,2016-04-13
2295,10.5,2016-04-14
2296,17.4,2016-04-15
2297,15.6,2016-04-16
2298,8.0,2016-04-17
2299,13.9,2016-04-18
2300,12.6,2016-04-19
2301,15.6,2016-04-20
2302,16.1,2016-04-21
2303,8.7,2016-04-22
2304,5.4,2016-04-23
2305,14.1,2016-04-24
2306,15.9,2016-04-25
2307,14.4,2016-04-26
2308,15.2,2016-04-27
2309,13.5,2016-04-28
2310,9.9,2016-04-29
2311,10.2,2016-04-30
2312,9.4,2016-05-01
2313,12.6,2016-05-02
2314,15.4,2016-05-03
2315,14.9,2016-05-04
2316,15.2,2016-05-05
2317,15.0,2016-05-06
2318,14.5,2016-05-07
2319,4.8,2016-05-08
2320,4.3,2016-05-09
2321,14.4,2016-05-10
2322,13.5,2016-05-11
2323,14.0,2016-05-12
2324,14.3,2016-05-13
2325,14.2,2016-05-14
2326,7.8,2016-05-15
2327,12.2,2016-05-16
2328,12.3,2016-05-17
2329,9.4,2016-05-18
2330,12.1,2016-05-19
2331,12.0,2016-05-20
2332,9.7,2016-05-21
2333,11.6,2016-05-22
2334,10.5,2016-05-23
2335,11.6,2016-05-24
2336,11.5,2016-05-25
2337,6.7,2016-05-26
2338,11.5,2016-05-27
2339,5.1,2016-05-28
2340,11.4,2016-05-29
2341,11.4,2016-05-30
2342,6.4,2016-05-31
2343,6.5,2016-06-01
2344,10.8,2016-06-02
2345,7.2,2016-06-03
2346,2.9,2016-06-04
2347,2.3,2016-06-05
2348,8.3,2016-06-06
2349,9.3,2016-06-07
2350,11.0,2016-06-08
2351,9.5,2016-06-09
2352,10.8,2016-06-10
2353,10.7,2016-06-11
2354,10.9,2016-06-12
2355,10.3,2016-06-13
2356,10.9,2016-06-14
2357,10.2,2016-06-15
2358,11.0,2016-06-16
2359,6.5,2016-06-17
2360,8.5,2016-06-18
2361,3.6,2016-06-19
2362,7.8,2016-06-20
2363,9.7,2016-06-21
2364,10.2,2016-06-22
2365,9.5,2016-06-23
2366,8.0,2016-06-24
2367,11.0,2016-06-25
2368,9.3,2016-06-26
2369,5.3,2016-06-27
2370,11.1,2016-06-28
2371,11.1,2016-06-29
2372,8.1,2016-06-30
2373,11.1,2016-07-01
2374,11.2,2016-07-02
2375,11.2,2016-07-03
2376,9.9,2016-07-04
2377,9.5,2016-07-05
2378,9.5,2016-07-06
2379,7.7,2016-07-07
2380,5.0,2016-07-08
2381,9.0,2016-07-09
2382,10.1,2016-07-10
2383,2.9,2016-07-11
2384,11.0,2016-07-12
2385,11.6,2016-07-13
2386,11.6,2016-07-14
2387,14.6,2016-07-15
2388,10.8,2016-07-16
2389,9.1,2016-07-17
2390,11.6,2016-07-18
2391,10.6,2016-07-19
2392,3.2,2016-07-20
2393,8.2,2016-07-21
2394,10.6,2016-07-22
2395,12.5,2016-07-23
2396,9.8,2016-07-24
2397,12.7,2016-07-25
2398,12.8,2016-07-26
2399,12.1,2016-07-27
2400,13.0,2016-07-28
2401,13.1,2016-07-29
2402,12.1,2016-07-30
2403,8.4,2016-07-31
2404,5.5,2016-08-01
2405,6.0,2016-08-02
2406,7.5,2016-08-03
2407,10.8,2016-08-04
2408,8.2,2016-08-05
2409,9.6,2016-08-06
2410,10.6,2016-08-07
2411,14.2,2016-08-08
2412,12.5,2016-08-09
2413,14.2,2016-08-10
2414,14.6,2016-08-11
2415,14.2,2016-08-12
2416,14.8,2016-08-13
2417,13.1,2016-08-14
2418,15.0,2016-08-15
2419,15.2,2016-08-16
2420,15.1,2016-08-17
2421,15.5,2016-08-18
2422,14.0,2016-08-19
2423,14.6,2016-08-20
2424,15.9,2016-08-21
2425,6.3,2016-08-22
2426,12.4,2016-08-23
2427,4.2,2016-08-24
2428,13.8,2016-08-25
2429,13.4,2016-08-26
2430,16.9,2016-08-27
2431,17.0,2016-08-28
2432,12.5,2016-08-29
2433,14.3,2016-08-30
2434,9.1,2016-08-31
2435,16.2,2016-09-01
2436,3.5,2016-09-02
2437,15.1,2016-09-03
2438,18.0,2016-09-04
2439,18.3,2016-09-05
2440,18.5,2016-09-06
2441,17.0,2016-09-07
2442,13.5,2016-09-08
2443,17.5,2016-09-09
2444,17.8,2016-09-10
2445,18.5,2016-09-11
2446,19.1,2016-09-12
2447,9.7,2016-09-13
2448,13.2,2016-09-14
2449,18.2,2016-09-15
2450,18.1,2016-09-16
2451,18.7,2016-09-17
2452,4.4,2016-09-18
2453,20.6,2016-09-19
2454,19.0,2016-09-20
2455,11.1,2016-09-21
2456,11.5,2016-09-22
2457,13.7,2016-09-23
2458,19.6,2016-09-24
2459,11.7,2016-09-25
2460,21.1,2016-09-26
2461,21.1,2016-09-27
2462,21.6,2016-09-28
2463,10.6,2016-09-29
2464,17.9,2016-09-30
2465,21.8,2016-10-01
2466,23.2,2016-10-02
2467,17.9,2016-10-03
2468,23.4,2016-10-04
2469,23.6,2016-10-05
2470,22.9,2016-10-06
2471,22.1,2016-10-07
2472,17.6,2016-10-08
2473,22.0,2016-10-09
2474,20.8,2016-10-10
2475,24.8,2016-10-11
2476,21.5,2016-10-12
2477,20.9,2016-10-13
2478,25.2,2016-10-14
2479,25.5,2016-10-15
2480,25.6,2016-10-16
2481,6.7,2016-10-17
2482,25.2,2016-10-18
2483,24.8,2016-10-19
2484,19.0,2016-10-20
2485,21.2,2016-10-21
2486,12.2,2016-10-22
2487,22.8,2016-10-23
2488,27.0,2016-10-24
2489,26.8,2016-10-25
2490,20.8,2016-10-26
2491,19.7,2016-10-27
2492,7.7,2016-10-28
2493,16.9,2016-10-29
2494,14.5,2016-10-30
2495,27.9,2016-10-31
2496,27.6,2016-11-01
2497,28.3,2016-11-02
2498,28.1,2016-11-03
2499,28.5,2016-11-04
2500,28.6,2016-11-05
2501,28.8,2016-11-06
2502,28.8,2016-11-07
2503,14.1,2016-11-08
2504,12.5,2016-11-09
2505,25.0,2016-11-10
2506,26.8,2016-11-11
2507,25.6,2016-11-12
2508,29.1,2016-11-13
2509,18.5,2016-11-14
2510,21.4,2016-11-15
2511,29.7,2016-11-16
2512,27.5,2016-11-17
2513,28.6,2016-11-18
2514,23.8,2016-11-19
2515,25.9,2016-11-20
2516,14.3,2016-11-21
2517,20.7,2016-11-22
2518,18.7,2016-11-23
2519,30.7,2016-11-24
2520,30.7,2016-11-25
2521,30.0,2016-11-26
2522,17.9,2016-11-27
2523,24.3,2016-11-28
2524,23.2,2016-11-29
2525,19.6,2016-11-30
2526,27.6,2016-12-01
2527,24.3,2016-12-02
2528,26.0,2016-12-03
2529,28.9,2016-12-04
2530,17.3,2016-12-05
2531,5.6,2016-12-06
2532,24.0,2016-12-07
2533,29.5,2016-12-08
2534,31.8,2016-12-09
2535,27.1,2016-12-10
2536,26.6,2016-12-11
2537,30.6,2016-12-12
2538,27.8,2016-12-13
2539,14.0,2016-12-14
2540,1.1,2016-12-15
2541,4.2,2016-12-16
2542,27.5,2016-12-17
2543,11.5,2016-12-18
2544,20.1,2016-12-19
2545,29.4,2016-12-20
2546,30.2,2016-12-21
2547,11.3,2016-12-22
2548,19.9,2016-12-23
2549,20.5,2016-12-24
2550,29.8,2016-12-25
2551,28.5,2016-12-26
2552,27.6,2016-12-27
2553,26.4,2016-12-28
2554,22.2,2016-12-29
2555,9.8,2016-12-30
2556,22.4,2016-12-31
2557,10.1,2017-01-01
2558,15.7,2017-01-02
2559,22.7,2017-01-03
2560,21.4,2017-01-04
2561,12.4,2017-01-05
2562,15.7,2017-01-06
2563,28.9,2017-01-07
2564,29.5,2017-01-08
2565,29.0,2017-01-09
2566,22.8,2017-01-10
2567,22.6,2017-01-11
2568,22.6,2017-01-12
2569,28.4,2017-01-13
2570,21.7,2017-01-14
2571,23.1,2017-01-15
2572,28.5,2017-01-16
2573,28.5,2017-01-17
2574,28.1,2017-01-18
2575,7.2,2017-01-19
2576,7.8,2017-01-20
2577,27.5,2017-01-21
2578,24.8,2017-01-22
2579,30.4,2017-01-23
2580,10.9,2017-01-24
2581,6.4,2017-01-25
2582,8.5,2017-01-26
2583,14.8,2017-01-27
2584,29.9,2017-01-28
2585,24.0,2017-01-29
2586,25.8,2017-01-30
2587,22.7,2017-01-31
2588,4.8,2017-02-01
2589,17.6,2017-02-02
2590,7.5,2017-02-03
2591,17.5,2017-02-04
2592,19.8,2017-02-05
2593,28.4,2017-02-06
2594,5.3,2017-02-07
2595,15.4,2017-02-08
2596,28.1,2017-02-09
2597,28.2,2017-02-10
2598,25.3,2017-02-11
2599,24.0,2017-02-12
2600,27.6,2017-02-13
2601,15.6,2017-02-14
2602,19.5,2017-02-15
2603,26.1,2017-02-16
2604,13.2,2017-02-17
2605,18.2,2017-02-18
2606,21.6,2017-02-19
2607,26.6,2017-02-20
2608,21.2,2017-02-21
2609,25.4,2017-02-22
2610,26.0,2017-02-23
2611,17.5,2017-02-24
2612,3.8,2017-02-25
2613,17.1,2017-02-26
2614,20.7,2017-02-27
2615,16.9,2017-02-28
2616,12.7,2017-03-01
2617,13.4,2017-03-02
2618,8.3,2017-03-03
2619,7.6,2017-03-04
2620,9.5,2017-03-05
2621,19.4,2017-03-06
2622,13.4,2017-03-07
2623,10.0,2017-03-08
2624,9.9,2017-03-09
2625,19.4,2017-03-10
2626,21.6,2017-03-11
2627,21.8,2017-03-12
2628,20.0,2017-03-13
2629,1.6,2017-03-14
2630,13.6,2017-03-15
2631,5.8,2017-03-16
2632,6.9,2017-03-17
2633,9.7,2017-03-18
2634,13.8,2017-03-19
2635,13.2,2017-03-20
2636,10.8,2017-03-21
2637,12.7,2017-03-22
2638,5.5,2017-03-23
2639,15.9,2017-03-24
2640,10.1,2017-03-25
2641,19.5,2017-03-26
2642,20.0,2017-03-27
2643,7.8,2017-03-28
2644,17.9,2017-03-29
2645,1.7,2017-03-30
2646,19.0,2017-03-31
2647,18.1,2017-04-01
2648,7.9,2017-04-02
2649,9.2,2017-04-03
2650,13.8,2017-04-04
2651,15.8,2017-04-05
2652,16.3,2017-04-06
2653,16.5,2017-04-07
2654,15.7,2017-04-08
2655,17.2,2017-04-09
2656,10.7,2017-04-10
2657,12.9,2017-04-11
2658,8.9,2017-04-12
2659,13.2,2017-04-13
2660,16.8,2017-04-14
2661,16.1,2017-04-15
2662,15.0,2017-04-16
2663,13.4,2017-04-17
2664,14.3,2017-04-18
2665,13.9,2017-04-19
2666,13.5,2017-04-20
2667,13.6,2017-04-21
2668,11.1,2017-04-22
2669,15.3,2017-04-23
2670,15.1,2017-04-24
2671,8.8,2017-04-25
2672,10.8,2017-04-26
2673,13.7,2017-04-27
2674,14.7,2017-04-28
2675,14.5,2017-04-29
2676,12.3,2017-04-30
2677,13.4,2017-05-01
2678,12.2,2017-05-02
2679,8.1,2017-05-03
2680,7.8,2017-05-04
2681,13.7,2017-05-05
2682,13.4,2017-05-06
2683,13.5,2017-05-07
2684,12.6,2017-05-08
2685,11.8,2017-05-09
2686,13.1,2017-05-10
2687,12.4,2017-05-11
2688,5.8,2017-05-12
2689,12.5,2017-05-13
2690,8.2,2017-05-14
2691,10.6,2017-05-15
2692,12.6,2017-05-16
2693,12.4,2017-05-17
2694,10.3,2017-05-18
2695,5.0,2017-05-19
2696,9.1,2017-05-20
2697,12.0,2017-05-21
2698,10.7,2017-05-22
2699,11.8,2017-05-23
2700,11.9,2017-05-24
2701,11.8,2017-05-25
2702,11.6,2017-05-26
2703,11.2,2017-05-27
2704,11.4,2017-05-28
2705,11.6,2017-05-29
2706,11.4,2017-05-30
2707,10.6,2017-05-31
2708,11.3,2017-06-01
2709,9.7,2017-06-02
2710,8.4,2017-06-03
2711,9.5,2017-06-04
2712,11.2,2017-06-05
2713,8.3,2017-06-06
2714,2.6,2017-06-07
2715,6.3,2017-06-08
2716,9.0,2017-06-09
2717,7.5,2017-06-10
2718,8.1,2017-06-11
2719,10.4,2017-06-12
2720,10.0,2017-06-13
2721,8.8,2017-06-14
2722,10.6,2017-06-15
2723,6.2,2017-06-16
2724,7.6,2017-06-17
2725,9.8,2017-06-18
2726,9.6,2017-06-19
2727,9.7,2017-06-20
2728,8.3,2017-06-21
2729,11.0,2017-06-22
2730,8.3,2017-06-23
2731,10.7,2017-06-24
2732,11.0,2017-06-25
2733,11.0,2017-06-26
2734,9.6,2017-06-27
2735,5.6,2017-06-28
2736,9.2,2017-06-29
2737,11.1,2017-06-30
2738,11.0,2017-07-01
2739,11.1,2017-07-02
2740,6.7,2017-07-03
2741,11.2,2017-07-04
2742,11.2,2017-07-05
2743,11.3,2017-07-06
2744,11.4,2017-07-07
2745,10.5,2017-07-08
2746,11.5,2017-07-09
2747,11.4,2017-07-10
2748,11.0,2017-07-11
2749,8.2,2017-07-12
2750,11.7,2017-07-13
2751,10.7,2017-07-14
2752,11.3,2017-07-15
2753,11.9,2017-07-16
2754,10.3,2017-07-17
2755,12.0,2017-07-18
2756,11.5,2017-07-19
2757,12.2,2017-07-20
2758,12.2,2017-07-21
2759,12.4,2017-07-22
2760,12.5,2017-07-23
2761,12.5,2017-07-24
2762,12.6,2017-07-25
2763,12.7,2017-07-26
2764,12.8,2017-07-27
2765,12.8,2017-07-28
2766,13.0,2017-07-29
2767,10.3,2017-07-30
2768,4.1,2017-07-31
2769,13.1,2017-08-01
2770,13.0,2017-08-02
2771,9.1,2017-08-03
2772,13.3,2017-08-04
2773,13.8,2017-08-05
2774,13.7,2017-08-06
2775,13.8,2017-08-07
2776,14.1,2017-08-08
2777,14.2,2017-08-09
2778,13.7,2017-08-10
2779,13.3,2017-08-11
2780,11.5,2017-08-12
2781,14.6,2017-08-13
2782,14.6,2017-08-14
2783,7.1,2017-08-15
2784,14.3,2017-08-16
2785,15.2,2017-08-17
2786,15.3,2017-08-18
2787,14.7,2017-08-19
2788,14.9,2017-08-20
2789,8.8,2017-08-21
2790,15.9,2017-08-22
2791,16.0,2017-08-23
2792,12.6,2017-08-24
2793,14.9,2017-08-25
2794,16.5,2017-08-26
2795,15.5,2017-08-27
2796,14.6,2017-08-28
2797,15.1,2017-08-29
2798,17.0,2017-08-30
2799,15.7,2017-08-31
2800,16.1,2017-09-01
2801,17.3,2017-09-02
2802,13.7,2017-09-03
2803,17.9,2017-09-04
2804,17.9,2017-09-05
2805,18.2,2017-09-06
2806,18.4,2017-09-07
2807,17.8,2017-09-08
2808,18.6,2017-09-09
2809,17.7,2017-09-10
2810,18.8,2017-09-11
2811,12.0,2017-09-12
2812,18.5,2017-09-13
2813,19.4,2017-09-14
2814,19.7,2017-09-15
2815,14.2,2017-09-16
2816,20.2,2017-09-17
2817,20.3,2017-09-18
2818,20.4,2017-09-19
2819,19.7,2017-09-20
2820,21.0,2017-09-21
2821,20.7,2017-09-22
2822,16.4,2017-09-23
2823,15.8,2017-09-24
2824,21.1,2017-09-25
2825,21.7,2017-09-26
2826,18.0,2017-09-27
2827,10.1,2017-09-28
2828,22.2,2017-09-29
2829,14.2,2017-09-30
2830,22.9,2017-10-01
2831,20.3,2017-10-02
2832,16.4,2017-10-03
2833,23.2,2017-10-04
2834,22.5,2017-10-05
2835,13.3,2017-10-06
2836,20.7,2017-10-07
2837,12.3,2017-10-08
2838,22.3,2017-10-09
2839,15.4,2017-10-10
2840,14.2,2017-10-11
2841,23.6,2017-10-12
2842,23.2,2017-10-13
2843,5.1,2017-10-14
2844,12.4,2017-10-15
2845,22.2,2017-10-16
2846,22.7,2017-10-17
2847,22.8,2017-10-18
2848,26.1,2017-10-19
2849,4.0,2017-10-20
2850,24.0,2017-10-21
2851,18.0,2017-10-22
2852,24.8,2017-10-23
2853,26.5,2017-10-24
2854,18.3,2017-10-25
2855,13.6,2017-10-26
2856,17.8,2017-10-27
2857,21.7,2017-10-28
2858,24.8,2017-10-29
2859,24.7,2017-10-30
2860,24.4,2017-10-31
2861,24.8,2017-11-01
2862,23.3,2017-11-02
2863,16.5,2017-11-03
2864,5.0,2017-11-04
2865,7.5,2017-11-05
2866,20.3,2017-11-06
2867,28.3,2017-11-07
2868,22.4,2017-11-08
2869,27.3,2017-11-09
2870,28.0,2017-11-10
2871,24.6,2017-11-11
2872,28.1,2017-11-12
2873,25.8,2017-11-13
2874,26.8,2017-11-14
2875,29.2,2017-11-15
2876,17.6,2017-11-16
2877,16.7,2017-11-17
2878,16.0,2017-11-18
2879,23.2,2017-11-19
2880,19.5,2017-11-20
2881,23.6,2017-11-21
2882,18.2,2017-11-22
2883,29.1,2017-11-23
2884,25.1,2017-11-24
2885,30.9,2017-11-25
2886,22.95,2017-11-26
2887,15.0,2017-11-27
2888,26.7,2017-11-28
2889,22.1,2017-11-29
2890,25.6,2017-11-30
2891,30.4,2017-12-01
2892,9.5,2017-12-02
2893,26.0,2017-12-03
2894,6.6,2017-12-04
2895,16.1,2017-12-05
2896,20.5,2017-12-06
2897,27.4,2017-12-07
2898,22.2,2017-12-08
2899,22.3,2017-12-09
2900,31.0,2017-12-10
2901,31.9,2017-12-11
2902,30.6,2017-12-12
2903,31.8,2017-12-13
2904,27.4,2017-12-14
2905,8.9,2017-12-15
2906,31.3,2017-12-16
2907,16.6,2017-12-17
2908,24.5,2017-12-18
2909,27.7,2017-12-19
2910,19.6,2017-12-20
2911,5.2,2017-12-21
2912,19.7,2017-12-22
2913,32.1,2017-12-23
2914,22.8,2017-12-24
2915,4.9,2017-12-25
2916,4.3,2017-12-26
2917,24.3,2017-12-27
2918,29.1,2017-12-28
2919,25.0,2017-12-29
2920,20.5,2017-12-30
2921,22.4,2017-12-31
2922,31.8,2018-01-01
2923,23.0,2018-01-02
2924,18.1,2018-01-03
2925,19.1,2018-01-04
2926,31.9,2018-01-05
2927,31.8,2018-01-06
2928,28.7,2018-01-07
2929,16.0,2018-01-08
2930,12.6,2018-01-09
2931,10.3,2018-01-10
2932,14.6,2018-01-11
2933,23.5,2018-01-12
2934,20.6,2018-01-13
2935,26.9,2018-01-14
2936,27.5,2018-01-15
2937,20.4,2018-01-16
2938,30.9,2018-01-17
2939,31.0,2018-01-18
2940,30.9,2018-01-19
2941,30.9,2018-01-20
2942,30.8,2018-01-21
2943,24.3,2018-01-22
2944,6.1,2018-01-23
2945,25.6,2018-01-24
2946,11.8,2018-01-25
2947,15.1,2018-01-26
2948,28.4,2018-01-27
2949,20.2,2018-01-28
2950,28.1,2018-01-29
2951,29.0,2018-01-30
2952,5.0,2018-01-31
2953,17.6,2018-02-01
2954,13.8,2018-02-02
2955,23.6,2018-02-03
2956,27.3,2018-02-04
2957,28.6,2018-02-05
2958,26.6,2018-02-06
2959,26.9,2018-02-07
2960,28.2,2018-02-08
2961,22.1,2018-02-09
2962,25.4,2018-02-10
2963,19.7,2018-02-11
2964,24.9,2018-02-12
2965,23.3,2018-02-13
2966,25.2,2018-02-14
2967,25.5,2018-02-15
2968,21.8,2018-02-16
2969,25.0,2018-02-17
2970,24.7,2018-02-18
2971,17.2,2018-02-19
2972,14.1,2018-02-20
2973,14.0,2018-02-21
2974,18.1,2018-02-22
2975,20.4,2018-02-23
2976,18.6,2018-02-24
2977,1.2,2018-02-25
2978,9.3,2018-02-26
2979,18.4,2018-02-27
2980,24.9,2018-02-28
2981,18.8,2018-03-01
2982,16.1,2018-03-02
2983,23.6,2018-03-03
2984,15.7,2018-03-04
2985,4.9,2018-03-05
2986,17.3,2018-03-06
2987,20.3,2018-03-07
2988,19.0,2018-03-08
2989,19.2,2018-03-09
2990,16.3,2018-03-10
2991,23.1,2018-03-11
2992,20.1,2018-03-12
2993,2.0,2018-03-13
2994,19.1,2018-03-14
2995,18.9,2018-03-15
2996,14.1,2018-03-16
2997,20.7,2018-03-17
2998,21.5,2018-03-18
2999,21.4,2018-03-19
3000,16.4,2018-03-20
3001,4.5,2018-03-21
3002,11.4,2018-03-22
3003,9.7,2018-03-23
3004,15.9,2018-03-24
3005,16.9,2018-03-25
3006,20.2,2018-03-26
3007,19.0,2018-03-27
3008,19.7,2018-03-28
3009,19.5,2018-03-29
3010,19.4,2018-03-30
3011,14.9,2018-03-31
3012,19.0,2018-04-01
3013,13.8,2018-04-02
3014,8.6,2018-04-03
3015,15.2,2018-04-04
3016,18.3,2018-04-05
3017,17.8,2018-04-06
3018,17.6,2018-04-07
3019,17.7,2018-04-08
3020,17.3,2018-04-09
3021,13.8,2018-04-10
3022,17.3,2018-04-11
3023,17.1,2018-04-12
3024,15.1,2018-04-13
3025,16.1,2018-04-14
3026,15.7,2018-04-15
3027,16.3,2018-04-16
3028,12.4,2018-04-17
3029,10.7,2018-04-18
3030,11.3,2018-04-19
3031,15.8,2018-04-20
3032,10.8,2018-04-21
3033,13.7,2018-04-22
3034,14.5,2018-04-23
3035,15.2,2018-04-24
3036,12.6,2018-04-25
3037,13.7,2018-04-26
3038,9.3,2018-04-27
3039,9.8,2018-04-28
3040,12.4,2018-04-29
3041,11.2,2018-04-30
3042,14.3,2018-05-01
3043,9.1,2018-05-02
3044,14.0,2018-05-03
3045,12.6,2018-05-04
3046,13.8,2018-05-05
