,eval_date,model aicc,peak_actual_afternoon,peak_predicted_afternoon_mean,peak_predicted_afternoon_hi,peak_predicted_afternoon_lo,time_of_peak_actual_afternoon,time_of_peak_predicted_afternoon,peak_actual_morning,peak_predicted_morning_mean,peak_predicted_morning_hi,peak_predicted_morning_lo,time_of_peak_actual_morning,time_of_peak_predicted_morning,mse,r2,mae,mape
93,2020-04-03,-17330.842598385538,9.03782933428199,9.040596620382633,9.18768566283439,8.893507577930876,2020-04-03 05:30:00,2020-04-03 05:30:00,8.964016470276487,8.973106705559912,9.0953041094088,8.850909301711024,2020-04-03 12:00:00,2020-04-03 08:00:00,0.0006138265576848202,0.9408725929614293,0.020601514330093124,0.0023227810059752696
94,2020-04-04,-17338.024202682023,8.953115080339499,9.039693778050296,9.185320335444896,8.894067220655696,2020-04-04 06:00:00,2020-04-04 05:30:00,8.867838795360292,8.94330186848778,9.069813582414767,8.84818321730412,2020-04-04 00:00:00,2020-04-04 08:00:00,0.014972939417851624,-1.7256213041024373,0.10191797295044754,0.011600604713424547
95,2020-04-05,-17311.888070911347,8.998377829563722,8.959436256160275,9.10784427554349,8.81102823677706,2020-04-05 06:00:00,2020-04-05 06:00:00,8.752375979408793,8.839641286080948,8.964879056821921,8.731026513243494,2020-04-05 00:00:00,2020-04-05 08:30:00,0.008872019332756066,0.30963429588565616,0.07277885578615366,0.008372135004128976
96,2020-04-06,-17272.393335525903,9.074156321306049,8.99626577666696,9.144958427904793,8.847573125429125,2020-04-06 06:00:00,2020-04-06 06:00:00,8.862578445961459,8.830723209745374,8.957095332228278,8.77472277750811,2020-04-06 08:30:00,2020-04-06 08:30:00,0.0016875796211977545,0.8618643235223451,0.033170455787922104,0.003726190377151091
97,2020-04-07,-17247.38103258477,9.073851467364252,9.04887691558348,9.197680513559188,8.90007331760777,2020-04-07 06:00:00,2020-04-07 06:00:00,8.904949079521366,8.89077097707713,9.016407740098895,8.860331164145222,2020-04-07 08:30:00,2020-04-07 08:30:00,0.0004798449491260137,0.9405514312252732,0.018668604379723137,0.0021049061026876615
98,2020-04-08,-17235.270348994145,9.064238877034796,9.04866868258817,9.196186470832536,8.901150894343804,2020-04-08 06:00:00,2020-04-08 06:00:00,8.913739982628258,8.884673989888737,9.008000044282362,8.866524069790314,2020-04-08 12:00:00,2020-04-08 00:00:00,0.00264390661449302,0.704824942122074,0.037295517787718446,0.0041882476391271045
99,2020-04-09,-17221.40134976448,9.052237559417161,9.065036628764378,9.212302902148656,8.917770355380101,2020-04-09 06:00:00,2020-04-09 06:00:00,8.906219926772339,8.877208390036204,9.001407101140082,8.859009068974524,2020-04-09 08:30:00,2020-04-09 00:00:00,0.0005443814758887182,0.9334266282577368,0.018083047649369965,0.002035425381270795
100,2020-04-10,-17210.374345728535,9.001667858298749,9.068464525272514,9.214886529896257,8.922042520648771,2020-04-10 06:00:00,2020-04-10 06:00:00,8.882230671675831,8.907091871244203,9.031149057437185,8.86587552032013,2020-04-10 00:00:00,2020-04-10 08:30:00,0.005498002349963271,0.29959825243790306,0.06033972254926079,0.0068531788995742785
101,2020-04-11,-17173.359638900354,8.998990748075872,9.027143516830781,9.173169604967958,8.881117428693605,2020-04-11 06:00:00,2020-04-11 06:00:00,8.83679680661914,8.857710468079363,8.992832719797008,8.82823596977126,2020-04-11 00:00:00,2020-04-11 10:30:00,0.0112568351054165,0.12924347493951838,0.08396419385231042,0.009653566742318294
102,2020-04-12,-17168.332545906687,9.002522529733321,9.008928297795832,9.157215094384323,8.86064150120734,2020-04-12 06:00:00,2020-04-12 06:00:00,8.814416600203241,8.821624449635161,8.908572423823857,8.803242483741098,2020-04-12 00:00:00,2020-04-12 00:00:00,0.005809308308552083,0.564278938865793,0.05343554767803993,0.006162025950745061
