,eval_date,aic,peak_actual,peak_predicted,time_of_peak_actual,time_of_peak_predicted,mse,r2,mae,mape
189,2020-09-03,-16986.13184903909,9.109985087004063,9.147158887705721,2020-09-03 18:30:00,2020-09-03 18:30:00,0.0018920121207505892,0.7936772738073925,0.03753450383307929,0.004205852314535769
190,2020-09-04,-16977.15993600731,9.107188526520712,9.127330881575084,2020-09-04 18:30:00,2020-09-04 18:30:00,0.0010221348796930995,0.8971384241796564,0.025788117205519618,0.0028848483864884755
191,2020-09-05,-16958.416544392516,9.034347546448306,9.098957666411838,2020-09-05 19:00:00,2020-09-05 18:30:00,0.007741742678914361,0.41476509984938625,0.07364697389187506,0.008385641520126967
192,2020-09-06,-16943.720385828645,9.068671963448757,9.046290469161772,2020-09-06 19:00:00,2020-09-06 18:30:00,0.0006587216272091312,0.9421057244233348,0.02071289209733577,0.0023414822921339986
193,2020-09-07,-17021.029619081513,9.136251322720344,9.098941136566575,2020-09-07 19:00:00,2020-09-07 18:30:00,0.002412017303950052,0.8338130353571446,0.035880258919286735,0.004017673969922167
194,2020-09-08,-17363.038428511703,9.108625425371313,9.108151229451845,2020-09-08 18:30:00,2020-09-08 19:00:00,0.0007677195369791539,0.9282594037960501,0.021309029653180305,0.002397605037297008
195,2020-09-09,-17353.256612637066,9.235689354474543,9.091245678728644,2020-09-09 18:30:00,2020-09-09 18:30:00,0.011089404268595476,0.389632793247324,0.08507939528001766,0.009393039520491501
196,2020-09-10,-17329.196009503088,9.19570174823264,9.167800461686898,2020-09-10 19:00:00,2020-09-10 18:30:00,0.0014941441037627113,0.891157988987439,0.03208113293459943,0.003571230087655607
197,2020-09-11,-17313.264389922726,9.120993178180198,9.17072546655211,2020-09-11 19:00:00,2020-09-11 18:30:00,0.0023112491030413632,0.7659013886149889,0.03657411867696433,0.004105411029898186
198,2020-09-12,-17313.707367879346,9.044151185907646,9.14774319043393,2020-09-12 19:00:00,2020-09-12 19:00:00,0.008323742415179969,0.39152946848392123,0.0797465583632595,0.009044792829322836
199,2020-09-13,-17300.089572725774,9.066106194047062,9.090161061781572,2020-09-13 19:00:00,2020-09-13 19:00:00,0.003083743220439438,0.7625975631801117,0.04672032458434746,0.0053075933882072825
200,2020-09-14,-17272.582486263273,9.107459002915537,9.104543641359635,2020-09-14 18:30:00,2020-09-14 19:00:00,0.0011614630784482598,0.9143894075771183,0.02558053889882565,0.0028931488459575695
201,2020-09-15,-17297.208683736535,9.105461962308807,9.081136901064653,2020-09-15 19:00:00,2020-09-15 18:30:00,0.0016824456614490564,0.8424023103464029,0.03643019073589241,0.004098711996774419
202,2020-09-16,-17291.979394583417,9.090998121375714,9.13741225353573,2020-09-16 19:00:00,2020-09-16 18:30:00,0.002730914423189889,0.7459517627285357,0.041856724081344145,0.004721271860836949
203,2020-09-17,-17283.37518439132,9.088031485088399,9.106130430600501,2020-09-17 18:30:00,2020-09-17 19:00:00,0.0023976187077498104,0.7636237958798711,0.03585865524126134,0.004032540601751238
204,2020-09-18,-17285.16198355621,9.105306469641084,9.065988153303298,2020-09-18 18:30:00,2020-09-18 18:30:00,0.0029595186837038877,0.7225970040508349,0.04076995003945427,0.004549097975169832
