date,true_peak,pred_peak,true_peak_time,pred_peak_time
2018-06-22,10835.56,10582.66,18:00:00,18:30:00
2018-06-23,10336.36,10241.55,18:30:00,18:30:00
2018-06-24,10897.5,10756.03,18:30:00,18:30:00
2018-06-25,11878.35,11689.07,18:30:00,18:30:00
2018-06-26,11586.08,11447.46,18:30:00,18:30:00
2018-06-27,11352.86,11223.69,18:00:00,18:30:00
2018-06-28,11418.26,11239.84,18:00:00,18:30:00
2018-06-29,11240.11,11135.46,18:00:00,18:30:00
2018-06-30,10214.55,10195.22,18:30:00,18:00:00
2018-07-01,10829.9,10770.98,18:30:00,18:30:00
2018-07-02,11482.31,11372.82,18:00:00,18:30:00
2018-07-03,11080.62,11016.46,18:30:00,18:30:00
2018-07-04,10508.0,10530.09,18:30:00,18:30:00
2018-07-05,9881.44,10124.26,08:00:00,18:30:00
2018-07-06,9433.05,9831.01,18:00:00,18:30:00
2018-07-07,10187.54,10182.5,18:30:00,18:30:00
2018-07-08,10219.45,10528.54,18:30:00,18:30:00
2018-07-09,11278.72,11471.15,18:30:00,18:30:00
2018-07-10,11322.89,11406.8,18:30:00,18:30:00
2018-07-11,11180.67,11234.27,18:30:00,18:30:00
2018-07-12,11162.12,11351.74,19:00:00,18:30:00
2018-07-13,11012.55,11103.16,18:30:00,18:30:00
2018-07-14,10560.21,10563.73,18:30:00,18:30:00
2018-07-15,11098.56,10864.23,18:30:00,18:30:00
2018-07-16,11913.16,11639.39,19:00:00,18:30:00
2018-07-17,10715.61,10899.0,19:00:00,18:30:00
2018-07-18,10355.71,10992.27,18:30:00,18:30:00
2018-07-19,10584.04,10579.73,19:00:00,18:30:00
2018-07-20,10825.11,10963.29,18:30:00,19:00:00
2018-07-21,10413.54,10377.4,18:30:00,18:30:00
2018-07-22,10949.82,10713.71,18:30:00,18:30:00
2018-07-23,11399.35,11248.7,19:00:00,18:30:00
2018-07-24,10155.05,10417.69,19:00:00,18:30:00
2018-07-25,10076.62,10261.56,18:30:00,18:30:00
2018-07-26,10355.07,10610.02,19:00:00,19:00:00
2018-07-27,10315.53,10364.52,08:00:00,08:00:00
2018-07-28,9590.83,9592.79,18:30:00,18:30:00
2018-07-29,9137.13,9183.4,18:30:00,18:30:00
2018-07-30,10649.38,10804.71,19:00:00,19:00:00
2018-07-31,10517.81,10389.01,18:30:00,18:30:00
2018-08-01,10220.43,10424.54,19:00:00,19:00:00
2018-08-02,10518.93,10586.86,19:00:00,19:00:00
2018-08-03,9978.08,9782.47,08:00:00,08:00:00
2018-08-04,9471.57,9396.86,18:30:00,18:30:00
2018-08-05,9531.06,9399.43,18:30:00,18:30:00
2018-08-06,10786.16,10645.88,18:30:00,19:00:00
2018-08-07,10947.03,10919.37,19:00:00,19:00:00
2018-08-08,10582.37,10375.38,18:30:00,19:00:00
2018-08-09,10504.59,10490.02,19:00:00,19:00:00
2018-08-10,10258.27,9945.38,08:00:00,08:00:00
2018-08-11,8723.98,8715.56,18:30:00,18:30:00
2018-08-12,10121.89,9938.85,18:30:00,19:00:00
2018-08-13,10594.43,10501.99,18:30:00,19:00:00
2018-08-14,10080.06,9886.75,19:00:00,18:30:00
2018-08-15,9530.18,9455.85,08:00:00,18:30:00
2018-08-16,9710.92,10105.76,19:00:00,19:00:00
2018-08-17,9991.76,10056.99,18:30:00,19:00:00
2018-08-18,9426.56,9231.83,18:30:00,18:30:00
2018-08-19,10696.99,10347.74,18:30:00,19:00:00
2018-08-20,11258.34,11076.34,19:00:00,19:00:00
2018-08-21,10930.39,10756.71,18:30:00,19:00:00
2018-08-22,10750.3,10730.09,19:00:00,19:00:00
2018-08-23,10729.04,10666.23,18:30:00,19:00:00
2018-08-24,9852.55,10062.64,18:30:00,19:00:00
2018-08-25,9462.7,9277.96,18:30:00,18:30:00
2018-08-26,9988.29,9659.81,18:30:00,19:00:00
2018-08-27,11456.04,11056.39,18:30:00,19:00:00
2018-08-28,11392.71,11108.4,19:00:00,19:00:00
2018-08-29,11153.27,10877.16,19:00:00,19:00:00
2018-08-30,10995.45,10720.9,19:00:00,19:00:00
2018-08-31,10399.7,9718.82,18:30:00,19:00:00
2018-09-01,8976.71,8968.51,19:00:00,18:30:00
2018-09-02,9779.15,10006.97,18:30:00,19:00:00
2018-09-03,11191.88,11368.45,19:00:00,19:00:00
2018-09-04,10444.88,10863.52,18:30:00,19:00:00
2018-09-05,10292.5,9993.58,19:00:00,19:00:00
2018-09-06,9843.99,9672.28,18:30:00,19:00:00
2018-09-07,9228.85,9010.41,18:30:00,19:00:00
2018-09-08,9394.65,8960.56,18:30:00,19:00:00
2018-09-09,8847.91,8644.75,19:00:00,19:00:00
2018-09-10,9422.22,9528.72,18:30:00,19:00:00
2018-09-11,9259.44,9064.21,18:30:00,19:00:00
2018-09-12,8943.38,8879.39,18:30:00,19:00:00
2018-09-13,9056.22,9229.16,18:30:00,19:00:00
2018-09-14,8618.51,8587.67,18:30:00,19:00:00
2018-09-15,8163.1,7940.96,18:30:00,19:30:00
2018-09-16,9072.21,9093.61,19:00:00,19:00:00
2018-09-17,9684.02,9742.69,19:00:00,19:00:00
2018-09-18,8956.03,8934.26,19:00:00,19:00:00
2018-09-19,8913.21,8734.02,19:00:00,19:00:00
2018-09-20,9522.79,9741.51,19:00:00,19:00:00
2018-09-21,8962.49,8889.27,19:00:00,19:00:00
2018-09-22,8293.59,8156.7,19:00:00,19:00:00
2018-09-23,8529.56,8288.63,19:00:00,19:00:00
2018-09-24,9968.08,9977.77,18:30:00,19:00:00
2018-09-25,9599.65,9835.58,19:00:00,19:00:00
2018-09-26,10006.27,9970.8,19:00:00,19:00:00
2018-09-27,9269.42,9096.16,19:00:00,19:00:00
2018-09-28,8508.44,8520.78,18:30:00,19:00:00
2018-09-29,8336.31,8403.88,19:00:00,19:30:00
2018-09-30,8221.72,8442.17,19:00:00,19:00:00
2018-10-01,8365.99,7882.96,19:00:00,19:00:00
2018-10-02,8887.71,8733.73,19:00:00,19:00:00
2018-10-03,8931.91,8715.93,19:00:00,19:00:00
2018-10-04,9307.51,9112.06,19:00:00,19:00:00
2018-10-05,9442.25,9122.33,19:00:00,19:00:00
2018-10-06,8448.55,8068.98,19:00:00,19:00:00
2018-10-07,8441.91,7933.41,18:30:00,19:00:00
2018-10-08,8658.05,8421.81,19:00:00,19:00:00
2018-10-09,8508.26,8495.28,18:30:00,19:00:00
2018-10-10,9144.06,9150.76,18:30:00,19:00:00
2018-10-11,9183.62,9141.27,19:00:00,19:00:00
2018-10-12,8908.46,8665.52,19:00:00,19:00:00
2018-10-13,8062.74,7749.26,18:30:00,19:00:00
2018-10-14,8045.1,7673.27,19:00:00,19:00:00
2018-10-15,8639.53,8235.43,18:30:00,19:00:00
2018-10-16,8428.34,8268.95,18:30:00,19:00:00
2018-10-17,8562.6,8299.66,18:00:00,19:00:00
2018-10-18,8501.29,8459.18,18:00:00,19:00:00
2018-10-19,8419.48,8680.34,19:00:00,17:00:00
2018-10-20,7922.9,8280.98,17:30:00,16:00:00
2018-10-21,7875.49,7697.36,18:30:00,19:00:00
2018-10-22,8440.31,8252.21,19:00:00,19:00:00
2018-10-23,8859.75,9097.53,18:00:00,17:00:00
2018-10-24,8345.14,8411.57,18:00:00,19:00:00
2018-10-25,8434.71,8275.01,19:00:00,19:00:00
2018-10-26,8065.7,7901.09,19:00:00,19:00:00
2018-10-27,7722.54,7483.4,19:00:00,19:00:00
2018-10-28,7798.04,7769.32,19:00:00,19:00:00
2018-10-29,8282.92,8192.84,19:00:00,19:00:00
2018-10-30,8682.13,8680.59,18:00:00,18:00:00
2018-10-31,8745.48,8707.17,17:00:00,17:00:00
2018-11-01,9871.32,9916.05,17:00:00,17:00:00
2018-11-02,11150.88,11122.05,16:30:00,16:30:00
2018-11-03,9062.12,9120.28,15:30:00,15:00:00
2018-11-04,8384.54,8039.14,19:30:00,19:00:00
2018-11-05,9184.66,9728.98,17:00:00,17:00:00
2018-11-06,10184.13,10967.64,16:30:00,16:30:00
2018-11-07,9067.97,8760.83,09:30:00,09:30:00
2018-11-08,8182.98,8626.03,19:30:00,19:30:00
2018-11-09,7840.89,8161.29,19:30:00,07:00:00
2018-11-10,7404.37,7422.75,19:30:00,19:30:00
2018-11-11,7781.25,7618.13,19:30:00,19:30:00
2018-11-12,8639.86,8538.18,17:00:00,17:00:00
2018-11-13,8736.09,8968.61,17:00:00,17:00:00
2018-11-14,8473.01,8847.02,17:00:00,17:00:00
2018-11-15,8488.0,8341.98,17:00:00,19:30:00
2018-11-16,7972.25,8117.2,17:00:00,17:30:00
2018-11-17,7484.82,7379.46,19:30:00,19:30:00
2018-11-18,7618.14,7551.31,19:30:00,19:30:00
2018-11-19,8182.99,8301.15,17:00:00,17:30:00
2018-11-20,8619.38,8973.81,17:00:00,17:30:00
2018-11-21,8468.53,9378.0,12:00:00,16:00:00
2018-11-22,8112.61,8160.27,19:30:00,18:00:00
2018-11-23,7819.52,7906.78,19:30:00,07:00:00
2018-11-24,7324.15,7310.62,20:00:00,19:30:00
2018-11-25,7658.2,7648.55,19:30:00,19:30:00
2018-11-26,8283.07,8292.99,17:00:00,17:30:00
2018-11-27,8610.13,8537.4,17:00:00,17:00:00
2018-11-28,8470.81,8299.25,17:00:00,18:00:00
2018-11-29,8230.5,8249.09,19:30:00,18:00:00
2018-11-30,7946.92,8175.68,20:00:00,17:00:00
2018-12-01,8257.81,7922.63,18:00:00,18:00:00
2018-12-02,9024.17,8209.37,17:00:00,17:00:00
2018-12-03,9175.87,8632.88,17:00:00,17:00:00
2018-12-04,8516.96,8281.5,16:30:00,17:00:00
2018-12-05,8370.61,8191.21,17:00:00,17:30:00
2018-12-06,8838.54,8423.56,17:00:00,17:00:00
2018-12-07,9065.07,8600.23,17:00:00,17:00:00
2018-12-08,8925.59,8787.9,17:00:00,17:30:00
2018-12-09,9329.88,9229.89,17:30:00,17:00:00
2018-12-10,9544.82,9670.53,17:00:00,16:00:00
2018-12-11,8621.58,8601.85,16:30:00,17:00:00
2018-12-12,8765.57,8795.41,17:00:00,17:00:00
2018-12-13,9491.72,9697.5,17:00:00,17:00:00
2018-12-14,8906.7,9730.22,10:00:00,16:00:00
2018-12-15,8947.18,8743.62,15:30:00,17:30:00
2018-12-16,9187.92,9692.8,17:00:00,17:30:00
2018-12-17,10571.21,10552.58,17:00:00,17:00:00
2018-12-18,9805.27,9528.65,16:00:00,16:00:00
2018-12-19,9476.38,9035.95,16:30:00,17:00:00
2018-12-20,11315.99,10737.7,15:30:00,16:00:00
2018-12-21,8428.53,8391.27,10:00:00,09:30:00
2018-12-22,7481.82,7287.57,20:00:00,20:00:00
2018-12-23,7637.79,7384.39,20:00:00,20:00:00
2018-12-24,8087.06,7647.64,17:00:00,17:30:00
2018-12-25,8207.28,7997.54,18:00:00,17:30:00
2018-12-26,9456.77,8770.38,17:30:00,17:00:00
2018-12-27,11011.81,10677.73,17:00:00,17:00:00
2018-12-28,11323.33,11624.51,17:00:00,16:30:00
2018-12-29,10866.34,11337.97,17:00:00,17:00:00
2018-12-30,10219.71,10590.99,17:30:00,17:30:00
2018-12-31,10650.54,10668.66,15:30:00,16:00:00
2019-01-01,10612.81,10315.95,17:30:00,17:00:00
2019-01-02,10942.52,10787.57,14:30:00,17:00:00
2019-01-03,10540.06,10623.02,16:00:00,17:00:00
2019-01-04,11899.31,12010.23,17:00:00,16:30:00
2019-01-05,10828.94,10163.88,13:00:00,15:00:00
2019-01-06,7713.06,7442.11,18:00:00,20:00:00
2019-01-07,8773.42,8699.81,17:00:00,17:00:00
2019-01-08,10538.07,10215.55,16:00:00,16:30:00
2019-01-09,10120.89,9408.16,16:00:00,16:30:00
2019-01-10,8999.5,8761.37,17:00:00,17:00:00
2019-01-11,9791.54,9695.52,14:00:00,16:30:00
2019-01-12,10751.63,10698.58,17:00:00,17:00:00
2019-01-13,8937.67,8773.26,18:00:00,17:30:00
2019-01-14,11551.01,10755.56,17:00:00,17:00:00
2019-01-15,12972.76,12796.41,17:00:00,16:30:00
2019-01-16,13270.16,13220.54,16:30:00,16:30:00
2019-01-17,13545.39,13781.97,17:00:00,16:30:00
2019-01-18,13301.42,13966.01,17:00:00,16:30:00
2019-01-19,9452.89,9106.76,10:30:00,00:00:00
2019-01-20,9127.92,9256.91,17:00:00,17:30:00
2019-01-21,10400.32,10688.29,17:00:00,17:00:00
2019-01-22,12712.0,12838.15,17:00:00,16:30:00
2019-01-23,11284.68,11038.33,13:00:00,15:30:00
2019-01-24,10884.25,10199.39,17:00:00,17:00:00
2019-01-25,13206.9,12650.97,17:00:00,17:00:00
2019-01-26,11771.98,12014.14,16:00:00,17:00:00
2019-01-27,10777.77,11113.66,15:30:00,15:00:00
2019-01-28,10181.53,9367.29,17:00:00,17:00:00
2019-01-29,12923.19,12425.27,16:00:00,17:00:00
2019-01-30,12369.34,12935.61,16:00:00,16:30:00
2019-01-31,13700.9,13294.72,16:30:00,16:30:00
2019-02-01,8734.79,8893.38,09:00:00,16:30:00
2019-02-02,8918.33,8358.94,18:00:00,17:30:00
2019-02-03,10840.48,10115.15,17:30:00,17:30:00
2019-02-04,12226.27,12010.64,16:00:00,17:00:00
2019-02-05,10615.07,10337.58,16:00:00,16:00:00
2019-02-06,11093.75,10317.36,17:00:00,16:30:00
2019-02-07,11382.36,10767.99,17:00:00,17:00:00
2019-02-08,11403.56,11373.37,16:00:00,16:00:00
2019-02-09,9371.2,9528.73,17:00:00,17:00:00
2019-02-10,8202.26,7966.24,18:00:00,18:30:00
2019-02-11,10262.63,10142.24,17:00:00,17:00:00
2019-02-12,12110.45,11708.5,17:00:00,17:00:00
2019-02-13,9138.63,8902.98,17:00:00,18:00:00
2019-02-14,8947.08,8954.99,17:00:00,17:00:00
2019-02-15,9026.09,8835.51,16:30:00,17:00:00
2019-02-16,8602.03,8278.93,17:30:00,17:30:00
2019-02-17,9974.41,9602.09,17:30:00,17:30:00
2019-02-18,11898.99,12192.57,16:30:00,16:30:00
2019-02-19,9959.26,9779.46,16:30:00,16:00:00
2019-02-20,9148.87,9128.56,17:00:00,17:00:00
2019-02-21,8969.84,8990.0,17:00:00,17:00:00
2019-02-22,8530.15,8438.38,08:30:00,17:00:00
2019-02-23,7845.14,7657.27,19:30:00,17:00:00
2019-02-24,7901.64,7783.48,19:30:00,19:30:00
2019-02-25,8853.63,8740.82,17:30:00,17:00:00
2019-02-26,9401.62,9312.55,17:00:00,17:30:00
2019-02-27,9309.07,9384.82,16:30:00,17:30:00
2019-02-28,9906.75,9772.08,17:00:00,17:00:00
2019-03-01,9764.2,9541.4,16:00:00,16:30:00
2019-03-02,8752.0,8698.49,17:00:00,17:30:00
2019-03-03,9606.91,9286.42,17:30:00,17:30:00
2019-03-04,11172.95,11059.49,16:00:00,17:00:00
2019-03-05,10930.8,11402.01,15:30:00,16:30:00
2019-03-06,10311.13,10310.73,13:00:00,15:30:00
2019-03-07,8499.21,8507.66,17:00:00,19:00:00
2019-03-08,9785.66,9445.71,16:30:00,17:00:00
2019-03-09,8262.33,8765.02,18:00:00,17:30:00
2019-03-10,9772.91,9930.74,17:30:00,17:30:00
2019-03-11,10152.5,10132.4,17:00:00,17:30:00
2019-03-12,10997.06,10852.56,17:00:00,17:00:00
2019-03-13,8818.23,8643.16,17:00:00,17:00:00
2019-03-14,9513.76,9094.1,17:00:00,17:00:00
2019-03-15,8392.33,8515.59,09:30:00,17:00:00
2019-03-16,7908.1,7763.29,19:00:00,17:00:00
2019-03-17,8074.18,7975.23,18:00:00,19:00:00
2019-03-18,8749.23,8793.52,17:00:00,17:00:00
2019-03-19,8830.5,8990.4,17:00:00,17:00:00
2019-03-20,9184.2,9115.11,17:00:00,17:00:00
2019-03-21,9269.3,9047.64,17:00:00,17:00:00
2019-03-22,8843.07,8981.96,16:00:00,16:30:00
2019-03-23,8500.77,8787.54,17:00:00,18:30:00
2019-03-24,9129.7,9367.62,17:00:00,17:00:00
2019-03-25,8903.23,9424.35,17:00:00,17:00:00
2019-03-26,8688.18,8529.73,18:30:00,18:30:00
2019-03-27,8583.48,8559.27,18:30:00,18:30:00
2019-03-28,8972.84,8629.6,18:30:00,18:30:00
2019-03-29,8791.94,8723.94,17:00:00,17:30:00
2019-03-30,7901.12,7766.54,08:30:00,18:00:00
2019-03-31,7897.6,7822.94,18:30:00,18:30:00
2019-04-01,8535.81,8693.46,18:30:00,18:30:00
2019-04-02,8665.03,8732.41,18:30:00,18:30:00
2019-04-03,8670.8,8737.83,18:30:00,18:30:00
2019-04-04,8758.24,8818.26,18:30:00,18:30:00
2019-04-05,8434.61,8526.88,07:00:00,18:30:00
2019-04-06,8216.05,8201.79,18:30:00,18:30:00
2019-04-07,8768.97,8588.7,18:30:00,18:30:00
2019-04-08,9703.26,9284.97,18:30:00,18:30:00
2019-04-09,9052.86,9051.95,18:30:00,18:30:00
2019-04-10,9038.42,9179.25,18:30:00,18:30:00
2019-04-11,9102.54,9046.21,18:30:00,18:30:00
2019-04-12,8705.21,8720.2,18:30:00,18:30:00
2019-04-13,8135.08,8107.05,18:30:00,18:30:00
2019-04-14,8222.61,8235.49,18:30:00,18:30:00
2019-04-15,8879.23,9089.59,18:30:00,18:30:00
2019-04-16,8964.21,8929.57,18:30:00,18:30:00
2019-04-17,9050.86,8935.03,18:30:00,18:30:00
2019-04-18,8785.08,8943.44,18:30:00,18:30:00
2019-04-19,8006.39,7814.12,18:30:00,18:30:00
2019-04-20,8079.04,7950.77,18:30:00,18:30:00
2019-04-21,7854.6,7880.58,18:30:00,18:30:00
2019-04-22,8201.88,8382.66,18:30:00,18:30:00
2019-04-23,8877.46,9148.89,18:00:00,18:30:00
2019-04-24,8767.89,9025.82,18:00:00,18:30:00
2019-04-25,8304.53,8492.8,18:30:00,18:00:00
2019-04-26,8565.37,8570.9,18:00:00,18:30:00
2019-04-27,8141.32,8445.03,18:30:00,18:30:00
2019-04-28,8443.62,8453.41,18:30:00,18:30:00
2019-04-29,9193.48,9284.69,18:00:00,18:30:00
2019-04-30,9182.35,9179.57,18:00:00,18:30:00
2019-05-01,9235.64,9154.22,18:00:00,18:30:00
2019-05-02,9259.97,9278.98,18:00:00,18:30:00
2019-05-03,8951.55,8839.31,18:00:00,18:30:00
2019-05-04,8385.82,8327.94,18:30:00,18:30:00
2019-05-05,8723.71,8892.64,18:30:00,18:30:00
2019-05-06,9348.24,9557.83,18:30:00,18:30:00
2019-05-07,9434.71,9430.82,18:30:00,18:30:00
2019-05-08,9534.07,9632.9,18:30:00,18:30:00
2019-05-09,9708.65,9740.92,18:30:00,18:30:00
2019-05-10,9876.33,9822.13,18:00:00,18:30:00
2019-05-11,8973.42,8934.8,18:30:00,18:30:00
2019-05-12,8895.46,8971.55,18:30:00,18:30:00
2019-05-13,9705.86,9557.69,18:00:00,18:30:00
2019-05-14,9572.0,9529.24,18:30:00,18:30:00
2019-05-15,9579.15,9488.19,18:30:00,18:00:00
2019-05-16,9498.92,9576.92,18:30:00,18:00:00
2019-05-17,9145.52,9200.13,18:00:00,18:00:00
2019-05-18,8646.07,8625.65,18:00:00,18:00:00
2019-05-19,8834.76,8891.83,18:00:00,18:30:00
2019-05-20,9584.01,9616.51,18:00:00,18:00:00
2019-05-21,9278.49,9322.8,18:00:00,18:30:00
2019-05-22,9365.36,9340.47,18:00:00,18:00:00
2019-05-23,9305.91,9510.47,18:00:00,18:00:00
2019-05-24,9095.58,9202.13,18:00:00,18:00:00
2019-05-25,8419.58,8574.53,18:00:00,18:00:00
2019-05-26,8739.9,8910.08,18:30:00,18:00:00
2019-05-27,10963.96,10962.48,18:30:00,18:30:00
2019-05-28,10806.52,10820.6,18:30:00,18:30:00
2019-05-29,10404.26,10541.84,18:00:00,18:30:00
2019-05-30,11209.02,11184.19,19:00:00,18:30:00
2019-05-31,10646.51,10236.32,18:30:00,18:30:00
2019-06-01,9744.08,9399.0,18:00:00,18:00:00
2019-06-02,9800.21,9435.38,18:30:00,18:30:00
2019-06-03,11185.5,11121.32,18:30:00,18:30:00
2019-06-04,12112.84,11496.4,18:00:00,18:30:00
2019-06-05,11649.05,11319.34,18:00:00,18:30:00
2019-06-06,11195.95,10907.3,19:00:00,18:30:00
2019-06-07,10583.71,10194.25,18:00:00,18:00:00
2019-06-08,10095.34,9708.35,18:00:00,18:30:00
2019-06-09,9043.35,9448.6,18:30:00,18:00:00
2019-06-10,9285.85,9355.17,18:00:00,18:00:00
2019-06-11,9882.55,10041.6,18:00:00,18:00:00
2019-06-12,9777.25,9802.13,18:00:00,18:00:00
2019-06-13,9589.87,9885.28,18:00:00,18:00:00
2019-06-14,9980.47,10184.27,18:00:00,18:30:00
2019-06-15,9648.36,9895.82,18:00:00,18:30:00
2019-06-16,10210.87,10330.37,18:00:00,18:30:00
2019-06-17,11113.07,11207.86,18:00:00,18:30:00
2019-06-18,10637.82,10897.23,18:30:00,18:30:00
2019-06-19,11242.95,11564.08,18:30:00,18:30:00
2019-06-20,11700.84,11944.7,18:30:00,18:30:00
2019-06-21,11692.83,11770.6,18:00:00,18:30:00
2019-06-22,10972.61,10936.2,18:00:00,18:30:00
2019-06-23,11268.75,11246.02,18:30:00,18:30:00
2019-06-24,11787.09,11489.84,18:00:00,18:30:00
2019-06-25,11162.97,11082.92,18:00:00,18:30:00
2019-06-26,10931.53,10874.77,18:00:00,18:30:00
2019-06-27,10627.87,10625.17,18:30:00,18:30:00
2019-06-28,10151.84,10186.77,08:00:00,18:30:00
2019-06-29,9558.58,9317.73,18:00:00,18:00:00
2019-06-30,10180.02,10476.03,19:00:00,18:30:00
2019-07-01,11379.76,11529.04,18:30:00,18:30:00
2019-07-02,11136.71,11356.53,19:00:00,18:30:00
2019-07-03,10884.92,10849.49,18:00:00,18:30:00
2019-07-04,10743.61,10952.33,18:30:00,18:30:00
2019-07-05,10331.54,10354.19,18:00:00,18:30:00
2019-07-06,9577.56,9592.09,18:30:00,18:30:00
2019-07-07,9804.67,9797.2,18:30:00,18:30:00
2019-07-08,10355.57,10929.53,18:30:00,18:30:00
2019-07-09,10770.35,11045.56,18:30:00,19:00:00
2019-07-10,11001.19,11164.48,18:30:00,19:00:00
2019-07-11,10593.28,11101.8,18:30:00,19:00:00
2019-07-12,9990.61,10154.58,18:30:00,18:30:00
2019-07-13,10273.0,10721.47,18:30:00,18:30:00
2019-07-14,10870.4,11149.85,18:30:00,18:30:00
2019-07-15,11156.52,11520.11,18:30:00,18:30:00
2019-07-16,10852.49,10889.27,18:30:00,19:00:00
2019-07-17,10547.25,10868.38,19:00:00,18:30:00
2019-07-18,10584.48,11040.09,19:00:00,19:00:00
2019-07-19,10401.25,10397.2,19:00:00,18:30:00
2019-07-20,9752.62,9675.9,18:30:00,18:30:00
2019-07-21,9468.46,9412.74,19:00:00,18:30:00
2019-07-22,10192.72,10291.88,18:30:00,18:30:00
2019-07-23,9918.42,10065.17,18:30:00,18:30:00
2019-07-24,10274.08,10621.77,18:30:00,19:00:00
2019-07-25,10586.01,10582.77,19:00:00,19:00:00
2019-07-26,10487.04,10236.93,18:30:00,18:30:00
2019-07-27,9594.36,9559.99,18:30:00,18:30:00
2019-07-28,10009.09,9742.89,19:00:00,18:30:00
2019-07-29,10857.48,10693.21,18:30:00,18:30:00
2019-07-30,11107.04,11187.39,18:30:00,19:00:00
2019-07-31,11079.06,11050.87,18:30:00,19:00:00
2019-08-01,10579.81,10665.71,19:00:00,19:00:00
2019-08-02,10313.56,10247.59,08:00:00,18:30:00
2019-08-03,9627.97,9406.13,18:30:00,18:30:00
2019-08-04,10077.0,9992.42,18:30:00,18:30:00
2019-08-05,10431.74,10331.52,18:30:00,19:00:00
2019-08-06,10594.11,10467.39,19:00:00,19:00:00
2019-08-07,10385.12,10092.37,08:00:00,08:00:00
2019-08-08,10532.23,10558.56,19:00:00,19:00:00
2019-08-09,10732.08,10610.02,18:30:00,19:00:00
2019-08-10,10713.3,10478.27,18:30:00,18:30:00
2019-08-11,11128.43,11229.79,18:30:00,19:00:00
2019-08-12,11123.4,11031.9,19:00:00,19:00:00
2019-08-13,11221.11,10828.3,19:00:00,19:00:00
2019-08-14,10980.71,10633.88,19:00:00,08:00:00
2019-08-15,10634.82,10748.72,19:00:00,08:00:00
2019-08-16,10279.37,10075.28,08:00:00,08:00:00
2019-08-17,9176.7,9192.59,18:30:00,18:30:00
2019-08-18,9095.48,8974.35,18:30:00,19:00:00
2019-08-19,11101.06,11117.14,19:00:00,19:00:00
2019-08-20,10610.94,10618.32,19:00:00,19:00:00
2019-08-21,9902.02,10001.73,19:00:00,19:00:00
2019-08-22,10631.44,10612.78,18:30:00,19:00:00
2019-08-23,10224.82,9998.88,08:00:00,19:00:00
2019-08-24,8763.7,8697.49,18:30:00,00:00:00
2019-08-25,9256.61,9227.29,19:00:00,19:00:00
2019-08-26,10654.74,10670.97,18:30:00,18:30:00
2019-08-27,10330.7,10525.12,19:00:00,19:00:00
2019-08-28,9741.18,9754.99,19:00:00,19:00:00
2019-08-29,11185.92,10949.22,18:30:00,19:00:00
2019-08-30,10844.13,10396.97,18:30:00,19:00:00
2019-08-31,9533.19,9199.74,18:30:00,19:00:00
2019-09-01,8797.35,8793.83,19:00:00,19:00:00
2019-09-02,9800.14,9717.59,19:00:00,19:00:00
2019-09-03,9324.74,9457.84,19:00:00,19:00:00
2019-09-04,9098.87,9089.91,18:30:00,19:00:00
2019-09-05,9100.1,9319.66,19:00:00,19:00:00
2019-09-06,8789.45,8636.54,18:30:00,19:00:00
2019-09-07,8842.99,8956.57,19:00:00,19:00:00
2019-09-08,9178.66,9263.63,19:00:00,19:00:00
2019-09-09,10633.88,10571.48,18:30:00,19:00:00
2019-09-10,10404.39,10375.87,19:00:00,19:00:00
2019-09-11,9501.1,9583.06,19:00:00,19:00:00
2019-09-12,9333.12,9042.78,19:00:00,19:00:00
2019-09-13,8752.1,8872.81,18:30:00,19:00:00
2019-09-14,8366.86,8369.04,19:00:00,19:00:00
2019-09-15,8132.59,8308.61,19:00:00,19:00:00
2019-09-16,9267.99,8938.79,18:30:00,19:00:00
2019-09-17,10887.57,10392.62,18:30:00,19:00:00
2019-09-18,9888.51,9754.01,19:00:00,19:00:00
2019-09-19,9213.42,9074.61,19:00:00,19:00:00
2019-09-20,8620.86,8580.28,18:30:00,19:00:00
2019-09-21,8118.7,8045.44,18:30:00,19:00:00
2019-09-22,8278.69,8196.42,19:00:00,19:00:00
2019-09-23,9196.73,9130.95,19:00:00,19:00:00
2019-09-24,9076.38,9284.53,19:00:00,19:00:00
2019-09-25,8996.85,9272.73,19:00:00,19:00:00
2019-09-26,9023.3,9082.74,19:00:00,19:00:00
2019-09-27,8471.28,8364.11,19:00:00,19:00:00
2019-09-28,8208.14,8200.75,19:00:00,19:00:00
2019-09-29,8280.08,8212.56,19:00:00,19:00:00
2019-09-30,9177.25,9303.95,19:00:00,19:00:00
2019-10-01,9045.13,8958.41,19:00:00,19:00:00
2019-10-02,8697.39,8602.88,19:00:00,19:00:00
2019-10-03,8895.75,8780.6,19:00:00,19:00:00
2019-10-04,8515.09,8465.33,18:30:00,19:00:00
2019-10-05,7964.32,8141.05,19:00:00,19:00:00
2019-10-06,7636.42,8175.35,18:30:00,19:00:00
2019-10-07,7917.97,8166.43,18:30:00,19:00:00
2019-10-08,8555.61,8681.32,18:30:00,19:00:00
2019-10-09,8499.57,8899.39,19:00:00,19:00:00
2019-10-10,8414.78,8919.31,18:30:00,19:00:00
2019-10-11,8448.88,8821.56,19:00:00,19:00:00
2019-10-12,8343.71,8378.77,18:30:00,19:00:00
2019-10-13,8151.55,8141.45,19:00:00,19:00:00
2019-10-14,8488.89,8471.96,19:00:00,18:30:00
2019-10-15,8469.65,8475.34,19:00:00,19:00:00
