,rainfall,solar_exposure,min_temperature,max_temperature,peak_power
2012-09-18,0.0,14.5,10.7,22.2,9577.98
2012-09-19,1.2,19.8,8.3,21.5,9170.69
2012-09-20,0.0,19.7,8.9,21.8,9161.64
2012-09-21,0.0,11.6,11.1,23.8,8740.35
2012-09-22,0.4,21.9,8.7,20.2,8219.22
2012-09-23,0.0,22.4,7.3,25.3,8144.59
2012-09-24,0.0,22.8,11.2,22.5,9064.93
2012-09-25,0.0,15.1,11.3,17.1,9058.66
2012-09-26,0.0,18.6,10.9,21.1,8955.99
2012-09-27,0.0,19.6,9.7,25.3,8864.65
2012-09-28,0.0,16.2,17.2,32.2,8862.64
2012-09-29,15.6,19.3,11.9,21.9,7971.47
2012-09-30,0.0,24.0,4.4,20.4,7766.57
2012-10-01,0.0,21.7,7.9,19.6,8220.07
2012-10-02,0.0,21.3,9.8,20.2,8956.05
2012-10-03,0.0,23.5,8.5,29.5,8830.36
2012-10-04,0.0,24.0,9.5,31.4,9037.95
2012-10-05,0.0,24.2,14.6,33.1,9102.02
2012-10-06,0.0,3.5,15.5,17.8,8324.22
2012-10-07,2.0,24.8,11.2,18.6,8082.64
2012-10-08,0.0,16.0,12.9,17.7,8726.69
2012-10-09,2.4,20.8,9.4,18.4,8715.65
2012-10-10,0.0,25.6,6.9,23.8,8617.89
2012-10-11,7.2,9.9,11.8,18.5,8978.86
2012-10-12,10.6,7.7,8.0,15.7,9434.51
2012-10-13,10.4,21.4,5.7,17.7,8257.34
2012-10-14,0.0,22.2,9.8,19.2,8157.89
2012-10-15,0.0,26.8,8.3,26.4,8562.86
2012-10-16,0.0,24.7,10.3,32.3,8912.52
2012-10-17,0.0,26.7,14.4,21.8,8571.28
2012-10-18,0.0,17.6,16.0,21.5,8560.95
2012-10-19,0.0,23.7,12.8,29.1,9000.51
2012-10-20,0.0,26.9,14.0,31.9,7976.82
2012-10-21,0.0,13.9,11.2,27.6,7705.9
2012-10-22,0.0,20.8,11.5,17.3,8540.04
2012-10-23,1.0,23.7,9.0,18.9,8370.29
2012-10-24,0.0,27.6,8.4,22.8,8466.74
2012-10-25,0.0,27.6,9.9,28.5,8974.71
2012-10-26,0.0,5.6,16.3,23.7,8595.23
2012-10-27,0.0,27.2,8.7,19.0,7694.94
2012-10-28,0.0,17.6,10.5,19.2,7757.22
2012-10-29,0.0,27.2,8.9,22.0,8486.27
2012-10-30,0.0,27.7,10.9,24.5,8662.14
2012-10-31,0.0,28.7,12.5,28.8,9180.57
2012-11-01,0.0,11.1,13.4,32.1,9117.7
2012-11-02,0.0,28.4,14.9,18.8,8432.05
2012-11-03,0.2,6.0,13.1,17.8,7878.17
2012-11-04,0.0,25.4,14.2,23.1,8003.54
2012-11-05,0.0,26.2,13.3,27.6,9423.99
2012-11-06,0.4,22.8,19.1,28.6,9503.09
2012-11-07,0.0,5.6,18.7,25.5,9101.17
2012-11-08,0.0,20.2,17.3,25.5,9230.62
2012-11-09,3.6,18.5,17.7,27.4,9129.08
2012-11-10,5.0,14.1,14.1,19.0,7796.4
2012-11-11,0.0,29.9,10.2,20.4,7606.3
2012-11-12,0.0,29.5,9.6,24.0,8603.5
2012-11-13,0.0,27.9,14.1,20.4,8513.34
2012-11-14,1.0,11.3,15.0,19.0,8637.33
2012-11-15,0.0,21.6,13.6,26.0,8912.74
2012-11-16,2.2,2.4,14.7,19.4,8812.35
2012-11-17,5.8,20.1,13.1,20.5,7905.25
2012-11-18,0.0,24.9,12.7,24.0,7692.39
2012-11-19,0.0,21.0,10.8,18.8,8488.29
2012-11-20,2.6,22.9,11.9,20.8,8430.17
2012-11-21,0.0,26.0,10.1,24.5,8687.25
2012-11-22,0.0,6.4,16.5,19.3,8636.24
2012-11-23,0.0,20.2,13.5,21.0,8617.55
2012-11-24,0.0,28.3,14.3,25.4,8089.64
2012-11-25,0.0,31.9,16.7,33.1,9240.74
2012-11-26,0.0,20.1,20.1,24.9,10245.85
2012-11-27,0.8,11.0,18.2,23.8,9593.67
2012-11-28,10.6,4.5,16.8,21.8,9209.98
2012-11-29,0.0,26.2,19.8,27.7,10587.76
2012-11-30,0.0,21.5,20.4,33.4,11913.49
2012-12-01,0.8,19.0,23.2,35.6,10659.26
2012-12-02,0.0,18.8,19.3,24.8,8122.79
2012-12-03,1.6,10.2,16.5,22.3,9180.14
2012-12-04,0.2,33.2,14.6,29.4,9084.81
2012-12-05,0.0,33.1,11.3,25.0,8551.15
2012-12-06,0.0,33.3,9.7,21.2,8611.1
2012-12-07,0.0,14.0,16.4,22.4,8918.6
2012-12-08,0.0,30.7,17.0,27.0,8745.96
2012-12-09,0.0,19.9,17.7,25.4,8042.71
2012-12-10,0.0,7.3,16.0,20.6,8776.49
2012-12-11,0.0,15.9,17.5,20.5,8653.31
2012-12-12,1.2,22.2,15.7,25.8,9047.87
2012-12-13,1.0,33.8,13.1,26.6,9524.34
2012-12-14,0.0,13.0,16.2,27.2,9688.49
2012-12-15,0.0,6.4,18.3,26.4,8335.01
2012-12-16,0.0,27.4,17.6,35.0,9269.43
2012-12-17,0.0,7.4,18.5,21.7,9027.78
2012-12-18,0.0,33.4,14.8,28.1,9988.96
2012-12-19,0.0,21.5,20.4,27.0,10437.47
2012-12-20,0.0,21.4,19.6,33.4,10225.79
2012-12-21,0.0,12.2,19.4,23.5,8954.61
2012-12-22,0.0,18.6,19.4,26.3,8625.01
2012-12-23,0.0,29.6,20.4,30.8,9679.33
2012-12-24,0.0,25.0,20.4,31.6,10543.27
2012-12-25,6.0,2.5,16.2,22.0,7006.52
2012-12-26,23.4,11.9,17.0,22.2,6746.09
2012-12-27,0.0,30.7,12.2,24.4,7790.37
2012-12-28,0.0,29.8,13.8,32.2,8235.98
2012-12-29,0.0,29.6,18.4,23.9,7426.61
2012-12-30,0.0,16.6,17.4,22.6,7324.85
2012-12-31,0.0,34.1,17.0,28.1,9205.53
2013-01-01,0.0,32.4,19.9,27.7,8840.88
2013-01-02,0.0,17.1,17.1,23.2,8612.44
2013-01-03,0.0,26.3,18.0,25.2,9068.26
2013-01-04,0.0,33.5,15.1,28.7,10011.36
2013-01-05,0.0,33.5,15.9,30.5,10203.36
2013-01-06,0.0,33.2,19.1,29.3,9593.61
2013-01-07,0.0,26.1,21.1,27.6,11012.95
2013-01-08,0.0,24.8,18.7,40.3,12972.78
2013-01-09,0.0,28.5,19.7,32.3,9314.95
2013-01-10,0.0,12.2,20.0,24.7,9345.61
2013-01-11,0.0,30.1,17.5,30.9,11841.88
2013-01-12,0.0,16.1,19.2,30.5,10186.12
2013-01-13,0.0,5.3,16.9,23.9,8310.1
2013-01-14,6.6,27.9,16.4,21.9,8739.53
2013-01-15,0.0,25.0,13.5,24.8,9108.81
2013-01-16,0.0,30.6,14.9,29.7,10531.31
2013-01-17,0.0,31.6,20.1,29.0,11476.07
2013-01-18,0.0,26.9,20.3,44.4,13787.85
2013-01-19,0.2,9.0,19.8,22.8,8502.22
2013-01-20,1.0,9.6,19.6,23.9,8041.14
2013-01-21,0.0,16.4,20.4,27.7,10117.8
2013-01-22,0.0,18.5,17.9,32.2,11044.9
2013-01-23,0.4,15.8,20.2,24.7,9568.2
2013-01-24,0.0,27.1,19.7,26.9,10531.6
2013-01-25,0.0,26.6,19.8,30.3,11367.57
2013-01-26,0.0,22.8,23.4,29.5,9362.05
2013-01-27,9.4,3.4,19.6,24.4,8048.45
2013-01-28,9.0,2.5,19.5,22.6,8449.77
2013-01-29,102.4,17.5,19.9,25.9,9661.3
2013-01-30,0.4,19.8,19.8,25.8,9514.28
2013-01-31,0.0,29.6,19.6,28.5,10928.47
2013-02-01,0.0,12.6,16.3,22.9,9679.53
2013-02-02,41.0,8.0,13.3,20.1,7982.33
2013-02-03,1.0,16.1,15.0,22.5,7706.25
2013-02-04,0.0,21.8,15.0,24.1,9047.93
2013-02-05,0.0,25.8,15.6,24.9,9383.88
2013-02-06,0.0,26.5,17.6,26.1,9595.78
2013-02-07,0.0,30.3,15.1,27.5,10178.97
2013-02-08,0.0,30.1,16.3,29.5,11109.74
2013-02-09,0.0,21.8,18.4,28.4,9670.57
2013-02-10,0.0,22.5,19.5,29.1,9158.62
2013-02-11,7.8,6.1,18.4,21.5,9241.59
2013-02-12,2.2,7.7,18.2,22.4,9148.64
2013-02-13,0.0,20.4,16.7,23.6,9049.0
2013-02-14,0.0,22.3,15.0,25.4,9389.07
2013-02-15,1.2,15.8,17.0,25.3,9395.34
2013-02-16,1.2,17.8,15.8,24.7,8262.74
2013-02-17,8.6,19.4,16.1,25.2,8113.38
2013-02-18,0.0,19.9,14.9,26.2,9541.32
2013-02-19,1.0,24.8,16.6,27.4,10195.97
2013-02-20,0.0,22.7,18.3,26.2,9958.8
2013-02-21,5.4,24.2,17.6,25.9,9767.03
2013-02-22,0.2,18.4,22.2,25.1,9516.66
2013-02-23,21.6,3.9,19.2,23.8,8447.03
2013-02-24,42.8,20.2,21.5,27.9,9322.43
2013-02-25,0.8,20.1,21.7,28.5,11186.0
2013-02-26,0.0,18.2,21.0,27.2,10286.76
2013-02-27,0.0,21.3,20.4,28.1,10570.92
2013-02-28,0.0,5.6,15.8,28.1,9810.37
2013-03-01,33.2,3.0,16.2,19.8,9031.37
2013-03-02,16.4,10.4,17.1,20.5,8049.88
2013-03-03,4.2,13.5,19.1,23.5,7907.98
2013-03-04,2.2,21.6,17.3,25.3,9041.68
2013-03-05,0.0,21.9,16.0,26.2,9268.57
2013-03-06,0.0,16.3,18.0,26.2,9561.33
2013-03-07,0.0,25.8,15.6,27.0,10045.54
2013-03-08,0.0,16.7,17.4,26.3,9557.36
2013-03-09,0.0,22.2,19.1,27.1,8563.92
2013-03-10,0.0,23.5,16.2,27.8,8635.91
2013-03-11,0.0,19.0,18.3,27.4,9826.19
2013-03-12,0.0,15.5,17.7,26.3,9726.27
2013-03-13,0.0,24.3,15.5,28.4,9833.87
2013-03-14,0.0,9.1,18.6,24.1,9295.76
2013-03-15,0.0,8.6,19.0,23.2,9234.87
2013-03-16,0.0,23.2,19.3,28.5,8628.77
2013-03-17,0.0,22.1,16.6,22.4,7755.92
2013-03-18,0.0,22.5,12.7,21.2,8747.61
2013-03-19,0.0,20.0,10.9,22.4,8639.07
2013-03-20,0.0,18.1,13.0,24.8,8856.15
2013-03-21,0.0,19.7,13.4,26.6,9018.88
2013-03-22,0.0,14.4,16.8,31.1,9709.58
2013-03-23,0.0,16.4,18.3,29.8,8637.83
2013-03-24,0.0,21.8,17.9,30.3,9203.29
2013-03-25,0.0,20.4,14.2,27.1,10080.21
2013-03-26,0.0,15.3,19.1,27.5,10017.53
2013-03-27,0.0,18.6,17.7,29.1,10724.86
2013-03-28,0.4,14.1,19.4,31.8,10068.48
2013-03-29,5.2,16.0,15.0,20.8,7492.19
2013-03-30,0.0,19.6,11.4,24.0,7589.82
2013-03-31,0.0,15.9,16.3,25.0,7419.82
2013-04-01,0.0,16.6,16.8,23.3,7829.62
2013-04-02,0.0,20.4,14.0,24.1,8691.5
2013-04-03,11.2,4.6,14.5,18.7,8719.31
2013-04-04,18.8,8.1,15.4,20.3,8717.34
2013-04-05,1.2,10.8,14.9,22.7,8682.62
2013-04-06,0.2,10.4,13.0,21.2,7915.21
2013-04-07,0.0,16.7,13.2,23.5,8404.87
2013-04-08,0.2,15.7,13.3,24.1,9178.61
2013-04-09,1.8,15.6,13.5,21.6,9163.18
2013-04-10,0.0,18.2,12.6,24.6,9231.82
2013-04-11,0.0,18.4,11.8,26.8,9120.32
2013-04-12,0.0,14.8,12.5,24.8,8990.35
2013-04-13,0.0,17.9,11.5,25.3,8362.15
2013-04-14,0.0,17.6,13.4,28.6,8427.33
2013-04-15,0.0,10.7,13.1,27.0,9381.59
2013-04-16,12.6,8.6,14.7,20.7,9246.27
2013-04-17,1.4,11.8,11.7,21.8,9155.64
2013-04-18,0.0,13.4,13.5,21.8,9311.58
2013-04-19,2.6,14.4,12.6,19.2,9053.09
2013-04-20,20.2,5.5,11.6,18.6,8701.94
2013-04-21,6.2,16.0,9.4,19.8,8633.92
2013-04-22,0.8,15.1,11.0,24.0,9198.55
2013-04-23,0.0,15.1,7.6,23.4,9109.72
2013-04-24,0.0,15.9,8.6,22.5,8995.18
2013-04-25,0.0,15.6,9.6,20.8,8303.07
2013-04-26,0.0,15.2,7.6,25.2,8643.5
2013-04-27,0.0,15.0,9.7,24.7,8179.36
2013-04-28,0.0,15.0,9.6,27.8,8338.02
2013-04-29,0.0,14.1,10.5,24.1,9450.0
2013-04-30,0.0,7.7,14.8,21.4,9426.0
2013-05-01,0.0,13.4,13.6,24.9,9411.36
2013-05-02,0.0,13.5,10.5,18.3,9475.88
2013-05-03,0.0,14.9,7.5,21.5,9100.52
2013-05-04,0.0,13.4,9.0,24.7,8545.29
2013-05-05,0.0,12.0,8.4,18.3,8809.98
2013-05-06,0.0,13.1,7.3,18.1,9872.25
2013-05-07,0.0,10.1,8.6,19.4,9637.83
2013-05-08,0.0,11.9,9.7,21.4,9490.89
2013-05-09,0.0,13.6,9.4,23.8,9353.71
2013-05-10,0.0,13.3,8.6,22.1,9286.9
2013-05-11,0.0,11.5,11.0,21.8,8645.73
2013-05-12,0.2,11.9,10.1,22.5,8490.46
2013-05-13,0.0,8.2,10.4,22.2,9898.46
2013-05-14,0.6,11.9,8.3,19.5,9727.35
2013-05-15,0.0,12.6,4.1,19.9,9897.72
2013-05-16,0.0,9.1,11.3,19.7,9905.43
2013-05-17,0.0,12.4,9.3,18.5,9746.17
2013-05-18,0.0,12.4,4.9,18.7,9162.27
2013-05-19,0.0,12.2,5.4,18.8,9482.87
2013-05-20,0.0,11.6,4.8,19.6,10391.76
2013-05-21,0.0,10.7,5.0,21.8,10046.82
2013-05-22,0.0,5.6,5.0,16.0,10956.21
2013-05-23,23.6,3.4,10.4,18.3,10683.11
2013-05-24,12.6,6.1,11.6,17.0,10287.39
2013-05-25,5.0,11.4,8.3,19.3,9383.84
2013-05-26,0.2,11.4,5.7,21.2,9726.19
2013-05-27,0.0,9.5,8.5,18.8,10668.16
2013-05-28,2.0,8.1,11.5,19.8,10366.6
2013-05-29,0.4,7.9,10.5,20.9,10098.45
2013-05-30,0.0,9.7,8.7,22.2,10074.65
2013-05-31,0.0,10.1,8.8,23.5,9689.83
2013-06-01,0.2,6.4,9.5,21.0,9216.24
2013-06-02,16.0,3.4,12.2,15.2,10139.25
2013-06-03,17.8,11.0,6.1,18.5,10769.45
2013-06-04,0.0,10.4,6.6,18.9,10456.64
2013-06-05,0.0,8.9,7.3,18.6,10624.74
2013-06-06,0.0,6.1,9.2,19.9,10293.12
2013-06-07,0.0,6.8,12.5,22.0,9655.64
2013-06-08,0.0,7.3,9.4,17.8,9405.84
2013-06-09,0.0,9.5,7.9,19.2,9169.95
2013-06-10,0.0,7.2,8.1,20.2,9909.8
2013-06-11,2.0,9.8,8.5,19.3,10448.13
2013-06-12,0.0,3.2,7.4,14.9,10953.72
2013-06-13,7.6,9.6,9.9,19.6,10336.18
2013-06-14,0.0,9.4,5.8,18.8,10234.74
2013-06-15,0.0,8.4,11.3,18.0,9664.85
2013-06-16,0.2,10.0,5.8,17.2,10047.6
2013-06-17,0.0,8.1,6.2,17.0,11174.29
2013-06-18,0.0,9.6,5.4,17.2,11271.53
2013-06-19,2.6,8.6,8.2,15.9,11288.59
2013-06-20,0.2,9.5,8.0,15.4,11260.26
2013-06-21,0.0,9.0,6.9,15.5,11008.55
2013-06-22,0.0,7.0,5.9,11.9,10606.61
2013-06-23,17.0,3.2,10.1,13.5,10814.96
2013-06-24,37.6,5.2,9.4,13.6,11553.75
2013-06-25,11.2,3.5,9.2,15.5,11537.78
2013-06-26,21.2,5.8,14.6,18.3,10751.77
2013-06-27,4.2,5.6,10.4,18.4,10684.59
2013-06-28,2.0,4.2,10.3,15.6,10520.34
2013-06-29,14.2,3.2,12.0,13.9,10101.67
2013-06-30,12.8,5.7,9.0,15.5,10179.56
2013-07-01,3.4,10.3,7.3,19.7,10850.38
2013-07-02,0.0,10.6,5.9,18.9,10749.21
2013-07-03,0.0,11.0,5.1,19.0,10732.79
2013-07-04,0.0,11.0,2.8,22.6,10281.63
2013-07-05,0.0,10.1,4.2,19.0,10056.8
2013-07-06,0.0,11.2,3.1,16.8,10086.19
2013-07-07,0.0,10.9,2.8,17.6,10192.17
2013-07-08,0.0,10.9,2.5,17.9,11145.74
2013-07-09,0.0,9.0,5.6,13.2,11506.23
2013-07-10,2.2,7.0,7.5,15.4,11075.95
2013-07-11,0.0,10.7,4.8,17.4,10888.22
2013-07-12,0.0,10.9,4.9,19.6,10479.13
2013-07-13,0.2,7.5,4.8,16.6,9934.42
2013-07-14,0.0,10.2,4.5,18.7,10033.81
2013-07-15,0.2,5.7,11.6,20.1,10719.66
2013-07-16,0.0,8.1,12.3,21.6,10249.25
2013-07-17,0.0,7.8,9.1,23.4,9758.14
2013-07-18,0.0,9.0,8.5,22.0,9836.08
2013-07-19,0.0,4.0,12.2,19.9,9847.06
2013-07-20,1.2,10.0,9.8,19.3,9391.34
2013-07-21,0.0,12.3,4.3,15.8,10295.26
2013-07-22,0.0,11.8,2.4,16.7,11183.61
2013-07-23,0.0,11.5,1.7,16.8,11264.18
2013-07-24,0.0,10.3,7.1,16.5,11053.8
2013-07-25,0.0,12.6,5.0,17.9,10805.13
2013-07-26,0.0,12.7,4.1,19.3,10395.99
2013-07-27,0.0,12.7,3.7,18.6,9906.67
2013-07-28,0.0,11.2,3.9,18.8,9952.06
2013-07-29,0.0,12.6,5.4,22.1,10165.53
2013-07-30,0.0,9.7,6.7,19.8,10259.55
2013-07-31,2.4,10.8,10.2,16.6,10475.67
2013-08-01,0.0,12.9,5.9,18.1,10454.93
2013-08-02,0.2,11.6,5.1,19.5,9919.0
2013-08-03,0.0,13.1,6.7,18.2,9504.02
2013-08-04,0.0,13.2,7.9,18.2,9754.09
2013-08-05,0.0,13.6,5.0,19.9,10399.19
2013-08-06,0.0,12.7,6.3,22.4,9941.65
2013-08-07,0.4,12.8,8.4,17.3,10253.83
2013-08-08,8.6,6.4,8.8,13.5,11073.49
2013-08-09,0.6,12.9,6.0,17.8,10135.45
2013-08-10,0.0,14.5,8.3,22.7,8833.34
2013-08-11,0.0,14.7,4.6,21.6,9185.95
2013-08-12,0.0,10.4,6.7,24.8,10114.37
2013-08-13,0.0,15.1,2.9,21.5,9890.78
2013-08-14,0.0,15.1,6.9,22.8,9752.57
2013-08-15,0.0,15.5,5.3,16.6,10167.86
2013-08-16,0.0,15.8,2.6,20.2,9853.55
2013-08-17,0.0,13.5,6.2,23.7,8761.89
2013-08-18,0.0,15.9,4.5,21.9,8923.93
2013-08-19,0.0,14.6,8.3,20.3,10360.79
2013-08-20,0.0,16.6,6.5,15.0,11058.37
2013-08-21,0.0,15.9,5.1,16.5,10875.95
2013-08-22,0.0,13.1,1.8,17.5,10764.41
2013-08-23,0.0,9.6,10.4,18.2,10023.68
2013-08-24,0.0,16.4,8.3,20.4,8859.34
2013-08-25,0.0,17.0,5.9,23.5,8814.15
2013-08-26,0.0,16.1,8.6,20.8,9807.87
2013-08-27,0.0,16.4,8.6,20.2,9587.2
2013-08-28,0.0,17.1,8.1,21.1,9292.08
2013-08-29,0.0,12.8,7.8,21.6,9504.16
2013-08-30,0.0,17.8,12.2,27.7,8803.5
2013-08-31,0.0,16.1,10.2,22.5,8389.39
2013-09-01,0.0,17.0,8.4,22.5,8396.76
2013-09-02,0.0,16.9,8.7,23.3,9212.16
2013-09-03,0.0,17.1,8.7,22.3,9133.97
2013-09-04,0.0,17.7,8.4,22.4,9104.76
2013-09-05,0.0,16.9,9.1,28.4,9206.67
2013-09-06,0.0,16.5,12.6,22.9,8779.48
2013-09-07,0.0,17.6,13.2,30.9,8295.42
2013-09-08,0.0,5.3,15.6,19.4,8455.74
2013-09-09,0.0,13.3,12.7,24.3,9031.5
2013-09-10,0.0,17.9,16.8,31.3,9031.59
2013-09-11,0.0,16.4,13.7,24.2,8789.15
2013-09-12,0.0,18.3,6.8,22.7,9044.67
2013-09-13,0.0,13.9,8.7,17.4,9010.42
2013-09-14,8.0,15.7,12.6,20.5,8300.83
2013-09-15,0.0,15.5,11.4,19.7,8493.29
2013-09-16,0.6,3.8,12.0,16.9,9916.19
2013-09-17,24.6,14.0,15.3,22.1,9032.22
2013-09-18,0.0,17.2,15.3,24.3,8739.23
2013-09-19,0.0,21.2,8.8,22.6,8915.92
2013-09-20,0.0,17.2,7.2,20.2,8716.7
2013-09-21,0.0,21.0,7.4,19.5,8220.71
2013-09-22,0.0,20.7,7.8,24.0,8272.04
2013-09-23,0.0,21.6,9.4,25.1,8936.38
2013-09-24,0.0,15.5,13.4,30.4,8763.9
2013-09-25,0.0,21.3,10.3,31.3,9081.59
2013-09-26,0.0,21.9,11.0,30.3,8808.32
2013-09-27,0.0,23.0,8.8,21.9,8617.56
2013-09-28,0.0,22.9,7.5,28.7,8062.53
2013-09-29,0.0,22.6,11.3,22.1,8086.26
2013-09-30,0.0,22.6,9.0,29.4,9076.25
2013-10-01,0.0,14.1,12.5,31.6,9007.87
2013-10-02,0.0,23.5,8.0,25.9,8694.09
2013-10-03,0.0,11.7,9.9,18.3,9072.29
2013-10-04,3.2,23.3,8.0,18.7,8513.44
2013-10-05,0.0,23.0,7.2,28.0,7892.76
2013-10-06,0.0,23.5,8.9,31.1,7672.24
2013-10-07,0.0,17.4,15.5,19.4,7797.91
2013-10-08,0.0,21.1,11.0,19.5,8493.27
2013-10-09,0.0,25.1,7.6,29.3,8640.71
2013-10-10,0.0,23.9,12.9,35.7,9971.55
2013-10-11,0.0,23.2,13.0,21.6,8551.3
2013-10-12,0.0,25.4,10.6,27.0,8144.21
2013-10-13,0.0,25.0,13.8,33.8,8694.04
2013-10-14,2.0,21.6,9.5,17.0,8421.82
2013-10-15,0.0,26.4,6.7,23.9,8310.83
2013-10-16,0.0,26.7,7.3,27.0,8332.06
2013-10-17,0.0,20.5,10.2,32.4,8998.59
2013-10-18,0.0,24.5,10.6,20.8,8437.73
2013-10-19,0.0,26.7,8.1,22.2,7617.38
2013-10-20,0.0,25.1,11.3,27.7,8016.86
2013-10-21,0.0,25.2,13.1,33.0,10085.15
2013-10-22,0.0,4.1,19.3,25.0,9113.84
2013-10-23,3.8,24.0,19.2,32.2,9909.27
2013-10-24,0.0,25.4,12.3,22.3,8337.41
2013-10-25,0.0,26.3,6.1,22.7,8241.39
2013-10-26,0.0,25.1,8.6,21.2,7518.72
2013-10-27,0.0,22.8,10.7,22.8,7684.24
2013-10-28,0.0,17.4,15.6,23.0,8621.79
2013-10-29,0.0,16.3,14.4,24.8,8591.29
2013-10-30,0.0,23.2,11.9,20.3,8192.79
2013-10-31,0.0,25.6,13.3,24.1,8317.45
2013-11-01,0.0,20.8,16.2,22.6,8529.98
2013-11-02,0.0,22.1,12.7,30.3,8131.02
2013-11-03,0.0,17.8,13.7,34.1,7989.74
2013-11-04,0.0,27.1,13.7,18.0,8345.44
2013-11-05,0.0,16.8,10.5,19.0,8377.87
2013-11-06,0.0,28.2,8.7,22.5,8502.07
2013-11-07,0.0,27.4,11.0,31.8,9524.84
2013-11-08,0.0,22.6,14.4,35.2,10049.8
2013-11-09,0.2,21.9,16.8,32.1,8409.67
2013-11-10,0.0,3.7,14.5,18.5,7809.94
2013-11-11,29.8,3.4,14.3,17.9,8741.97
2013-11-12,18.8,8.9,16.5,22.4,8710.85
2013-11-13,3.8,24.7,13.4,27.4,8421.3
2013-11-14,0.0,28.2,13.1,26.6,8543.4
2013-11-15,0.0,18.1,13.9,22.0,8699.87
2013-11-16,6.8,15.6,14.5,20.5,7742.42
2013-11-17,13.4,3.4,14.8,17.5,7901.19
2013-11-18,6.6,3.2,15.9,18.0,8649.72
2013-11-19,50.4,22.1,16.0,22.7,8587.93
2013-11-20,0.0,29.1,14.0,26.0,9118.65
2013-11-21,0.0,23.6,16.1,25.3,9143.02
2013-11-22,4.8,6.5,19.0,24.6,8854.99
2013-11-23,29.8,17.9,16.8,23.8,8017.55
2013-11-24,0.2,27.6,16.3,21.5,7566.82
2013-11-25,0.0,17.8,14.1,21.4,8571.38
2013-11-26,0.0,20.4,12.8,20.5,8520.63
2013-11-27,0.0,29.9,12.0,23.8,8733.85
2013-11-28,0.0,26.8,13.5,28.5,9568.13
2013-11-29,0.0,2.6,14.7,22.9,8846.69
2013-11-30,4.6,19.7,13.6,20.5,7661.6
2013-12-01,0.0,20.8,11.8,22.4,7672.2
2013-12-02,0.0,28.4,13.8,23.8,8960.2
2013-12-03,0.0,32.2,11.3,24.7,9405.77
2013-12-04,0.0,22.2,15.2,28.4,9995.99
2013-12-05,4.6,18.4,13.1,24.9,8716.19
2013-12-06,0.0,31.7,11.9,20.8,8167.21
2013-12-07,0.0,30.9,10.3,24.9,7619.31
2013-12-08,0.0,31.4,13.3,25.5,8197.83
2013-12-09,0.0,10.1,16.6,32.4,10142.8
2013-12-10,0.0,29.2,20.3,32.0,10333.89
2013-12-11,0.0,30.7,16.1,27.9,9521.9
2013-12-12,0.0,25.1,17.5,25.1,9209.04
2013-12-13,0.0,31.3,16.3,27.3,10037.55
2013-12-14,0.0,19.1,16.7,23.4,8127.58
2013-12-15,0.0,18.6,16.8,24.1,7938.09
2013-12-16,2.2,16.4,17.6,24.4,9312.92
2013-12-17,0.4,30.6,16.3,25.7,9822.61
2013-12-18,0.0,29.6,16.8,26.0,9900.81
2013-12-19,0.0,32.2,15.1,26.2,10291.22
2013-12-20,0.4,28.3,17.3,38.2,11916.82
2013-12-21,0.0,30.0,21.3,25.3,9101.27
2013-12-22,0.0,23.4,20.3,33.7,10546.32
2013-12-23,0.0,9.4,20.4,35.6,10457.39
2013-12-24,0.0,5.6,18.0,21.4,8182.43
2013-12-25,0.2,3.1,17.9,20.2,6899.69
2013-12-26,19.6,27.8,18.6,23.6,7252.09
2013-12-27,4.0,26.4,16.7,24.9,7978.24
2013-12-28,0.0,30.3,16.2,25.5,8140.19
2013-12-29,0.0,33.0,17.3,22.2,7249.09
2013-12-30,0.0,31.7,17.0,24.8,8100.55
2013-12-31,0.0,31.5,14.9,26.3,8363.62
2014-01-01,0.0,21.7,17.1,26.7,7753.16
2014-01-02,0.0,12.5,21.0,35.7,9811.47
2014-01-03,0.6,22.8,20.2,26.9,9562.18
2014-01-04,0.2,32.9,19.6,25.7,8108.13
2014-01-05,0.0,28.2,18.0,27.6,8466.4
2014-01-06,0.0,34.2,16.1,30.8,9245.2
2014-01-07,0.0,13.2,17.4,21.0,8278.34
2014-01-08,4.6,9.0,16.1,21.6,8208.71
2014-01-09,0.0,16.9,15.7,23.6,8379.02
2014-01-10,0.0,24.4,18.6,26.5,8975.64
2014-01-11,0.0,27.0,16.5,32.0,9235.59
2014-01-12,0.0,25.2,19.1,26.9,8882.13
2014-01-13,0.0,28.7,17.1,25.2,9986.19
2014-01-14,0.0,32.1,15.6,28.9,10861.94
2014-01-15,0.0,32.1,17.9,30.3,11801.11
2014-01-16,0.0,32.3,17.6,30.1,11845.77
2014-01-17,0.0,31.8,17.8,29.9,11568.42
2014-01-18,0.0,32.2,16.6,32.0,10499.93
2014-01-19,0.0,24.7,19.2,27.0,9132.78
2014-01-20,0.0,11.7,19.5,24.6,10059.58
2014-01-21,2.4,8.2,19.5,25.4,9816.5
2014-01-22,1.6,3.4,19.6,22.4,9313.84
2014-01-23,0.0,10.6,19.1,24.3,9242.85
2014-01-24,0.0,13.4,17.8,27.2,9316.97
2014-01-25,5.0,21.2,18.0,22.6,7904.68
2014-01-26,0.0,8.6,14.6,21.9,7346.23
2014-01-27,0.0,28.0,14.4,26.0,8246.15
2014-01-28,0.0,31.0,14.4,27.7,10070.52
